District ID,District Name,School ID,School Name,Domain,School Year,Number of Students Tested,level1,level2,level3
261,Jumoke Academy District,1,Jumoke Academy,Literacy,2009-10,44,9.1,38.6,52.3
68,Kent School District,1,Kent Center School,Literacy,2009-10,36,19.4,33.3,47.2
69,Killingly School District,1,Killingly Central School,Literacy,2009-10,101,27.7,37.6,34.7
69,Killingly School District,3,Killingly Memorial School,Literacy,2009-10,91,27.5,52.7,19.8
245,Learn,1,Multicultural Magnet School,Literacy,2009-10,92,32.6,35.9,31.5
245,Learn,2,The Friendship School,Literacy,2009-10,153,8.5,41.2,50.3
71,Lebanon School District,1,Lebanon Elementary School,Literacy,2009-10,78,21.8,52.6,25.6
72,Ledyard School District,2,Gales Ferry School,Literacy,2009-10,72,29.2,45.8,25
72,Ledyard School District,4,Gallup Hill School,Literacy,2009-10,39,46.2,35.9,17.9
72,Ledyard School District,1,Ledyard Center School,Literacy,2009-10,56,25,53.6,21.4
73,Lisbon School District,1,Lisbon Central School,Literacy,2009-10,41,9.8,22,68.3
74,Litchfield School District,2,Center School,Literacy,2009-10,75,42.7,46.7,10.7
76,Madison School District,1,J. Milton Jeffrey Elementary School,Literacy,2009-10,168,5.4,38.7,56
77,Manchester School District,1,Bowers School,Literacy,2009-10,81,29.6,60.5,9.9
77,Manchester School District,3,Buckley School,Literacy,2009-10,58,22.4,63.8,13.8
77,Manchester School District,4,Highland Park School,Literacy,2009-10,54,16.7,63,20.4
77,Manchester School District,6,Keeney School,Literacy,2009-10,51,35.3,31.4,33.3
77,Manchester School District,16,Martin School,Literacy,2009-10,46,4.3,37,58.7
77,Manchester School District,9,Nathan Hale School,Literacy,2009-10,40,27.5,55,17.5
77,Manchester School District,10,Robertson School,Literacy,2009-10,67,47.8,32.8,19.4
77,Manchester School District,12,Verplanck School,Literacy,2009-10,48,43.8,31.3,25
77,Manchester School District,13,Waddell School,Literacy,2009-10,52,38.5,53.8,7.7
77,Manchester School District,14,Washington School,Literacy,2009-10,53,45.3,49.1,5.7
78,Mansfield School District,4,Annie E. Vinton School,Literacy,2009-10,54,11.1,25.9,63
78,Mansfield School District,2,Dorothy C. Goodwin School,Literacy,2009-10,31,16.1,38.7,45.2
78,Mansfield School District,5,Southeast Elementary School,Literacy,2009-10,30,13.3,43.3,43.3
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,Literacy,2009-10,81,13.6,43.2,43.2
80,Meriden School District,1,Benjamin Franklin School,Literacy,2009-10,61,14.8,78.7,6.6
80,Meriden School District,11,Casimir Pulaski School,Literacy,2009-10,97,40.2,37.1,22.7
80,Meriden School District,3,Hanover School,Literacy,2009-10,54,24.1,53.7,22.2
80,Meriden School District,4,Israel Putnam School,Literacy,2009-10,74,41.9,31.1,27
80,Meriden School District,5,John Barry School,Literacy,2009-10,78,26.9,52.6,20.5
80,Meriden School District,7,Nathan Hale School,Literacy,2009-10,96,37.5,46.9,15.6
80,Meriden School District,8,Roger Sherman School,Literacy,2009-10,74,24.3,40.5,35.1
80,Meriden School District,10,Thomas Hooker School,Literacy,2009-10,106,41.5,34.9,23.6
84,Milford School District,1,Calf Pen Meadow School,Literacy,2009-10,34,17.6,32.4,50
84,Milford School District,19,J. F. Kennedy School,Literacy,2009-10,50,14,40,46
84,Milford School District,16,Live Oaks School,Literacy,2009-10,46,30.4,43.5,26.1
84,Milford School District,7,Meadowside School,Literacy,2009-10,53,9.4,49.1,41.5
84,Milford School District,8,Orange Avenue School,Literacy,2009-10,73,50.7,28.8,20.5
84,Milford School District,18,Orchard Hills School,Literacy,2009-10,48,2.1,31.3,66.7
84,Milford School District,10,Pumpkin Delight School,Literacy,2009-10,117,41,42.7,16.2
84,Milford School District,14,Simon Lake School,Literacy,2009-10,56,8.9,66.1,25
85,Monroe School District,5,Fawn Hollow Elementary School,Literacy,2009-10,98,19.4,58.2,22.4
85,Monroe School District,1,Monroe Elementary School,Literacy,2009-10,59,23.7,40.7,35.6
85,Monroe School District,3,Stepney Elementary School,Literacy,2009-10,88,11.4,51.1,37.5
86,Montville School District,7,Dr. Charles E. Murphy School,Literacy,2009-10,34,20.6,41.2,38.2
86,Montville School District,1,Mohegan School,Literacy,2009-10,71,15.5,35.2,49.3
86,Montville School District,5,Oakdale School,Literacy,2009-10,57,26.3,26.3,47.4
88,Naugatuck School District,8,Andrew Avenue School,Literacy,2009-10,41,4.9,31.7,63.4
88,Naugatuck School District,1,Central Avenue School,Literacy,2009-10,52,25,32.7,42.3
88,Naugatuck School District,5,Hop Brook Elementary School,Literacy,2009-10,37,16.2,45.9,37.8
88,Naugatuck School District,3,Maple Hill School,Literacy,2009-10,105,15.2,56.2,28.6
88,Naugatuck School District,6,Salem School,Literacy,2009-10,40,22.5,62.5,15
88,Naugatuck School District,7,Western School,Literacy,2009-10,64,10.9,67.2,21.9
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",Literacy,2009-10,42,26.2,59.5,14.3
89,New Britain School District,93,Behavior Support Program,Literacy,2009-10,1,100,0,0
89,New Britain School District,3,Chamberlain School,Literacy,2009-10,128,42.2,49.2,8.6
89,New Britain School District,11,Diloreto Magnet School,Literacy,2009-10,95,45.3,41.1,13.7
89,New Britain School District,5,Gaffney School,Literacy,2009-10,74,39.2,32.4,28.4
89,New Britain School District,6,Holmes School,Literacy,2009-10,84,21.4,53.6,25
89,New Britain School District,7,Jefferson School,Literacy,2009-10,75,62.7,36,1.3
89,New Britain School District,8,Lincoln School,Literacy,2009-10,99,35.4,46.5,18.2
89,New Britain School District,90,New Britain Transition Center,Literacy,2009-10,1,100,0,0
89,New Britain School District,9,Northend School,Literacy,2009-10,48,45.8,50,4.2
89,New Britain School District,12,Smalley Academy,Literacy,2009-10,70,35.7,51.4,12.9
89,New Britain School District,13,Smith School,Literacy,2009-10,93,26.9,58.1,15.1
89,New Britain School District,15,Vance School,Literacy,2009-10,88,35.2,46.6,18.2
90,New Canaan School District,4,East School,Literacy,2009-10,95,17.9,47.4,34.7
90,New Canaan School District,2,South School,Literacy,2009-10,89,30.3,48.3,21.3
90,New Canaan School District,3,West School,Literacy,2009-10,74,37.8,31.1,31.1
91,New Fairfield School District,1,Consolidated School,Literacy,2009-10,188,11.7,34,54.3
92,New Hartford School District,1,Bakerville Consolidated School,Literacy,2009-10,45,0,31.1,68.9
92,New Hartford School District,2,New Hartford Elementary School,Literacy,2009-10,29,10.3,82.8,6.9
93,New Haven School District,15,Augusta Lewis Troup School,Literacy,2009-10,47,10.6,31.9,57.4
93,New Haven School District,2,Barnard Environmental Magnet School,Literacy,2009-10,67,28.4,47.8,23.9
93,New Haven School District,3,Beecher School,Literacy,2009-10,50,34,56,10
93,New Haven School District,18,Benjamin Jepson Magnet School,Literacy,2009-10,56,28.6,30.4,41.1
93,New Haven School District,43,Bishop Woods School,Literacy,2009-10,51,25.5,62.7,11.8
93,New Haven School District,48,Celentano School,Literacy,2009-10,46,37,34.8,28.3
93,New Haven School District,41,Christopher Columbus Academy,Literacy,2009-10,47,19.1,48.9,31.9
93,New Haven School District,5,Clarence Rogers School,Literacy,2009-10,40,22.5,47.5,30
93,New Haven School District,42,Clemente Leadership Academy,Literacy,2009-10,54,37,50,13
93,New Haven School District,6,Clinton Avenue School,Literacy,2009-10,38,34.2,31.6,34.2
93,New Haven School District,31,Conte/West Hills Magnet School,Literacy,2009-10,73,24.7,61.6,13.7
93,New Haven School District,9,Davis 21st Century Magnet Elementary School,Literacy,2009-10,51,33.3,45.1,21.6
93,New Haven School District,46,East Rock Community Magnet School,Literacy,2009-10,50,18,26,56
93,New Haven School District,12,Edgewood School,Literacy,2009-10,49,22.4,42.9,34.7
93,New Haven School District,16,Fair Haven School,Literacy,2009-10,51,39.2,33.3,27.5
93,New Haven School District,7,Hill Central Music Academy,Literacy,2009-10,42,28.6,57.1,14.3
93,New Haven School District,13,John C. Daniels,Literacy,2009-10,48,14.6,66.7,18.8
93,New Haven School District,8,John S. Martinez School,Literacy,2009-10,44,47.7,27.3,25
93,New Haven School District,30,King/Robinson Magnet School,Literacy,2009-10,56,14.3,41.1,44.6
93,New Haven School District,20,Lincoln-Bassett School,Literacy,2009-10,49,57.1,20.4,22.4
93,New Haven School District,19,Mauro-Sheridan Magnet School,Literacy,2009-10,48,39.6,41.7,18.8
93,New Haven School District,49,Microsociety Magnet School,Literacy,2009-10,38,34.2,42.1,23.7
93,New Haven School District,14,Nathan Hale School,Literacy,2009-10,51,7.8,35.3,56.9
93,New Haven School District,10,Ross/Woodward School,Literacy,2009-10,49,26.5,49,24.5
93,New Haven School District,28,Strong School KG,Literacy,2009-10,198,29.3,44.4,26.3
93,New Haven School District,29,Truman School,Literacy,2009-10,47,17,42.6,40.4
93,New Haven School District,32,Wexler/Grant Community School,Literacy,2009-10,51,33.3,25.5,41.2
93,New Haven School District,38,Worthington Hooker School,Literacy,2009-10,51,41.2,27.5,31.4
95,New London School District,2,Harbor School,Literacy,2009-10,28,21.4,46.4,32.1
95,New London School District,3,Jennings School,Literacy,2009-10,79,38,48.1,13.9
95,New London School District,9,Nathan Hale School,Literacy,2009-10,22,45.5,36.4,18.2
95,New London School District,5,Shoreline Academy,Literacy,2009-10,21,33.3,42.9,23.8
95,New London School District,8,Winthrop School,Literacy,2009-10,42,38.1,38.1,23.8
96,New Milford School District,5,Hill And Plain School,Literacy,2009-10,92,16.3,41.3,42.4
96,New Milford School District,7,John Pettibone School,Literacy,2009-10,105,13.3,37.1,49.5
96,New Milford School District,8,Northville Elementary School,Literacy,2009-10,126,20.6,39.7,39.7
94,Newington School District,6,Anna Reynolds School,Literacy,2009-10,83,13.3,38.6,48.2
94,Newington School District,2,Elizabeth Green School,Literacy,2009-10,67,35.8,44.8,19.4
94,Newington School District,8,John Paterson School,Literacy,2009-10,81,14.8,25.9,59.3
94,Newington School District,7,Ruth Chaffee School,Literacy,2009-10,90,22.2,44.4,33.3
97,Newtown School District,1,Hawley Elementary School,Literacy,2009-10,65,20,43.1,36.9
97,Newtown School District,4,Head O'Meadow Elementary School,Literacy,2009-10,43,18.6,32.6,48.8
97,Newtown School District,3,Middle Gate Elementary School,Literacy,2009-10,83,16.9,30.1,53
97,Newtown School District,2,Sandy Hook Elementary School,Literacy,2009-10,99,2,12.1,85.9
98,Norfolk School District,1,Botelle Elementary School,Literacy,2009-10,13,23.1,76.9,0
99,North Branford School District,4,Jerome Harrison School,Literacy,2009-10,65,9.2,16.9,73.8
99,North Branford School District,5,Stanley T. Williams School,Literacy,2009-10,66,22.7,42.4,34.8
100,North Canaan School District,1,North Canaan Elementary School,Literacy,2009-10,39,25.6,30.8,43.6
101,North Haven School District,8,Clintonville Elementary School,Literacy,2009-10,56,7.1,32.1,60.7
101,North Haven School District,7,Green Acres Elementary School,Literacy,2009-10,61,37.7,60.7,1.6
101,North Haven School District,2,Montowese Elementary School,Literacy,2009-10,65,41.5,46.2,12.3
101,North Haven School District,3,Ridge Road Elementary School,Literacy,2009-10,69,18.8,44.9,36.2
102,North Stonington School District,1,North Stonington Elementary School,Literacy,2009-10,66,16.7,63.6,19.7
103,Norwalk School District,2,Brookside Elementary School,Literacy,2009-10,85,32.9,32.9,34.1
103,Norwalk School District,3,Columbus Magnet School,Literacy,2009-10,43,16.3,32.6,51.2
103,Norwalk School District,4,Cranbury Elementary School,Literacy,2009-10,86,17.4,37.2,45.3
103,Norwalk School District,20,Fox Run Elementary School,Literacy,2009-10,98,36.7,42.9,20.4
103,Norwalk School District,7,Jefferson Magnet School,Literacy,2009-10,108,12,43.5,44.4
103,Norwalk School District,8,Kendall Elementary School,Literacy,2009-10,84,44,42.9,13.1
103,Norwalk School District,22,Marvin Elementary School,Literacy,2009-10,78,32.1,35.9,32.1
103,Norwalk School District,21,Naramake Elementary School,Literacy,2009-10,88,37.5,40.9,21.6
103,Norwalk School District,13,Rowayton School,Literacy,2009-10,86,16.3,33.7,50
103,Norwalk School District,23,Silvermine Elementary School,Literacy,2009-10,57,14,64.9,21.1
103,Norwalk School District,14,Tracey School,Literacy,2009-10,75,26.7,34.7,38.7
103,Norwalk School District,24,Wolfpit School,Literacy,2009-10,65,21.5,35.4,43.1
104,Norwich School District,1,Bishop School,Literacy,2009-10,27,48.1,25.9,25.9
104,Norwich School District,6,Greeneville School,Literacy,2009-10,41,48.8,41.5,9.8
104,Norwich School District,14,John B. Stanton School,Literacy,2009-10,44,34.1,40.9,25
104,Norwich School District,20,John M. Moriarty School,Literacy,2009-10,53,30.2,30.2,39.6
104,Norwich School District,8,Samuel Huntington School,Literacy,2009-10,75,30.7,28,41.3
104,Norwich School District,17,Thomas W. Mahan School,Literacy,2009-10,40,30,60,10
104,Norwich School District,19,Uncas School,Literacy,2009-10,34,8.8,17.6,73.5
104,Norwich School District,18,Veterans' Memorial School,Literacy,2009-10,30,36.7,63.3,0
104,Norwich School District,15,Wequonnoc School,Literacy,2009-10,43,37.2,32.6,30.2
106,Old Saybrook School District,2,Kathleen E. Goodwin School,Literacy,2009-10,102,12.7,25.5,61.8
107,Orange School District,2,Mary L. Tracy School,Literacy,2009-10,161,1.2,12.4,86.3
108,Oxford School District,3,Quaker Farms School,Literacy,2009-10,176,6.8,19.3,73.9
109,Plainfield School District,5,Early Childhood Center,Literacy,2009-10,181,33.7,55.8,10.5
110,Plainville School District,4,Frank T. Wheeler School,Literacy,2009-10,39,20.5,61.5,17.9
110,Plainville School District,2,Linden Street School,Literacy,2009-10,60,30,53.3,16.7
110,Plainville School District,5,Louis Toffolon School,Literacy,2009-10,68,20.6,54.4,25
111,Plymouth School District,4,Harry S. Fisher Elementary School,Literacy,2009-10,49,16.3,20.4,63.3
111,Plymouth School District,2,Plymouth Center School,Literacy,2009-10,56,19.6,62.5,17.9
112,Pomfret School District,1,Pomfret Community School,Literacy,2009-10,44,11.4,38.6,50
113,Portland School District,2,Valley View School,Literacy,2009-10,108,13.9,69.4,16.7
114,Preston School District,4,Preston Veterans' Memorial School,Literacy,2009-10,36,8.3,11.1,80.6
116,Putnam School District,3,Putnam Elementary School,Literacy,2009-10,105,27.6,36.2,36.2
117,Redding School District,1,Redding Elementary School,Literacy,2009-10,115,16.5,33,50.4
206,Regional School District 06,1,Goshen Center School,Literacy,2009-10,26,7.7,69.2,23.1
206,Regional School District 06,2,James Morris School,Literacy,2009-10,25,24,32,44
206,Regional School District 06,3,Warren Elementary School,Literacy,2009-10,15,46.7,26.7,26.7
210,Regional School District 10,3,Harwinton Consolidated School,Literacy,2009-10,79,6.3,62,31.6
210,Regional School District 10,2,Lake Garda Elementary School,Literacy,2009-10,113,14.2,61.9,23.9
212,Regional School District 12,2,Booth Free School,Literacy,2009-10,13,0,7.7,92.3
212,Regional School District 12,1,The Burnham School,Literacy,2009-10,15,0,33.3,66.7
212,Regional School District 12,4,Washington Primary School,Literacy,2009-10,20,15,60,25
213,Regional School District 13,1,Frederick Brewster School,Literacy,2009-10,62,17.7,37.1,45.2
213,Regional School District 13,5,John Lyman School,Literacy,2009-10,56,8.9,30.4,60.7
214,Regional School District 14,1,Bethlehem Elementary School,Literacy,2009-10,108,7.4,38.9,53.7
215,Regional School District 15,4,Gainfield Elementary School,Literacy,2009-10,71,9.9,28.2,62
215,Regional School District 15,7,Long Meadow Elementary School,Literacy,2009-10,83,9.6,45.8,44.6
215,Regional School District 15,6,Middlebury Elementary School,Literacy,2009-10,68,14.7,60.3,25
215,Regional School District 15,5,Pomperaug School,Literacy,2009-10,83,25.3,65.1,9.6
216,Regional School District 16,3,Algonquin School,Literacy,2009-10,112,25,35.7,39.3
216,Regional School District 16,1,Laurel Ledge School,Literacy,2009-10,87,11.5,75.9,12.6
217,Regional School District 17,2,Burr District Elementary School,Literacy,2009-10,49,12.2,32.7,55.1
217,Regional School District 17,1,Haddam Elementary School,Literacy,2009-10,55,10.9,27.3,61.8
217,Regional School District 17,3,Killingworth Elementary School,Literacy,2009-10,71,1.4,23.9,74.6
218,Regional School District 18,1,Lyme Consolidated School,Literacy,2009-10,21,33.3,47.6,19
218,Regional School District 18,2,Mile Creek School,Literacy,2009-10,92,13,44.6,42.4
118,Ridgefield School District,8,Barlow Mountain Elementary School,Literacy,2009-10,50,4,32,64
118,Ridgefield School District,6,Branchville Elementary School,Literacy,2009-10,55,5.5,9.1,85.5
118,Ridgefield School District,4,Farmingville Elementary School,Literacy,2009-10,32,3.1,18.8,78.1
118,Ridgefield School District,3,Ridgebury Elementary School,Literacy,2009-10,56,25,62.5,12.5
118,Ridgefield School District,5,Scotland Elementary School,Literacy,2009-10,32,87.5,9.4,3.1
118,Ridgefield School District,2,Veterans Park Elementary School,Literacy,2009-10,47,6.4,23.4,70.2
119,Rocky Hill School District,2,Dr. Oran A. Moser School,Literacy,2009-10,28,39.3,53.6,7.1
119,Rocky Hill School District,4,Myrtle H. Stevens School,Literacy,2009-10,59,8.5,22,69.5
119,Rocky Hill School District,5,West Hill School,Literacy,2009-10,97,13.4,28.9,57.7
121,Salem School District,1,Salem Elementary School,Literacy,2009-10,30,26.7,36.7,36.7
122,Salisbury School District,1,Salisbury Central School,Literacy,2009-10,37,18.9,32.4,48.6
