District ID,District Name,School ID,School Name,Domain,School Year,Number of Students Tested,level1,level2,level3
136,Sterling School District,3,Sterling Community School,Literacy,2010-11,53,9.4,32.1,58.5
137,Stonington School District,5,Deans Mill School,Literacy,2010-11,78,21.8,51.3,26.9
137,Stonington School District,6,West Vine Street School,Literacy,2010-11,71,31,49.3,19.7
138,Stratford School District,3,Chapel School,Literacy,2010-11,90,18.9,42.2,38.9
138,Stratford School District,13,Eli Whitney School,Literacy,2010-11,40,5,27.5,67.5
138,Stratford School District,4,Franklin School,Literacy,2010-11,38,21.1,44.7,34.2
138,Stratford School District,8,Lordship School,Literacy,2010-11,40,2.5,17.5,80
138,Stratford School District,9,Nichols School,Literacy,2010-11,58,32.8,55.2,12.1
138,Stratford School District,10,Second Hill Lane School,Literacy,2010-11,82,25.6,50,24.4
138,Stratford School District,16,Stratford Academy - Honeyspot House,Literacy,2010-11,76,15.8,36.8,47.4
138,Stratford School District,14,Wilcoxson School,Literacy,2010-11,37,5.4,13.5,81.1
139,Suffield School District,4,A. Ward Spaulding School,Literacy,2010-11,117,23.1,64.1,12.8
140,Thomaston School District,1,Black Rock School,Literacy,2010-11,70,11.4,40,48.6
141,Thompson School District,1,Mary R. Fisher Elementary School,Literacy,2010-11,87,21.8,34.5,43.7
142,Tolland School District,1,Birch Grove Primary School,Literacy,2010-11,191,16.2,38.7,45
143,Torrington School District,1,East School,Literacy,2010-11,58,13.8,22.4,63.8
143,Torrington School District,2,Forbes School,Literacy,2010-11,80,26.3,71.3,2.5
143,Torrington School District,8,Southwest School,Literacy,2010-11,52,23.1,36.5,40.4
143,Torrington School District,9,Torringford School,Literacy,2010-11,132,23.5,37.1,39.4
143,Torrington School District,13,Vogel-Wetmore School,Literacy,2010-11,71,66.2,28.2,5.6
144,Trumbull School District,1,Booth Hill School,Literacy,2010-11,75,26.7,40,33.3
144,Trumbull School District,8,Daniels Farm School,Literacy,2010-11,57,0,26.3,73.7
144,Trumbull School District,10,Frenchtown Elementary School,Literacy,2010-11,88,13.6,26.1,60.2
144,Trumbull School District,4,Jane Ryan School,Literacy,2010-11,55,9.1,40,50.9
144,Trumbull School District,3,Middlebrook School,Literacy,2010-11,76,5.3,43.4,51.3
144,Trumbull School District,9,Tashua School,Literacy,2010-11,51,11.8,43.1,45.1
145,Union School District,1,Union Elementary School,Literacy,2010-11,7,14.3,42.9,42.9
146,Vernon School District,14,Center Road School,Literacy,2010-11,83,14.5,26.5,59
146,Vernon School District,1,Lake Street School,Literacy,2010-11,32,9.4,21.9,68.8
146,Vernon School District,2,Maple Street School,Literacy,2010-11,40,15,47.5,37.5
146,Vernon School District,3,Northeast School,Literacy,2010-11,41,22,51.2,26.8
146,Vernon School District,10,Skinner Road School,Literacy,2010-11,53,32.1,35.8,32.1
147,Voluntown School District,1,Voluntown Elementary School,Literacy,2010-11,32,3.1,21.9,75
148,Wallingford School District,10,Cook Hill School,Literacy,2010-11,78,15.4,41,43.6
148,Wallingford School District,9,Evarts C. Stevens School,Literacy,2010-11,103,12.6,43.7,43.7
148,Wallingford School District,2,Highland School,Literacy,2010-11,98,20.4,40.8,38.8
148,Wallingford School District,1,Moses Y. Beach School,Literacy,2010-11,113,18.6,38.1,43.4
151,Waterbury School District,21,B. W. Tinker School,Literacy,2010-11,91,45.1,41.8,13.2
151,Waterbury School District,3,Barnard School,Literacy,2010-11,56,35.7,44.6,19.6
151,Waterbury School District,10,Brooklyn Elementary School,Literacy,2010-11,34,14.7,35.3,50
151,Waterbury School District,5,Bucks Hill School,Literacy,2010-11,120,24.2,49.2,26.7
151,Waterbury School District,6,Bunker Hill School,Literacy,2010-11,96,17.7,55.2,27.1
151,Waterbury School District,27,Carrington School,Literacy,2010-11,69,24.6,36.2,39.1
151,Waterbury School District,9,Driggs School,Literacy,2010-11,101,52.5,45.5,2
151,Waterbury School District,14,F. J. Kingsbury School,Literacy,2010-11,77,18.2,39,42.9
151,Waterbury School District,26,Gilmartin School,Literacy,2010-11,38,55.3,28.9,15.8
151,Waterbury School District,7,H. S. Chase School,Literacy,2010-11,109,23.9,39.4,36.7
151,Waterbury School District,13,Hopeville School,Literacy,2010-11,81,49.4,35.8,14.8
151,Waterbury School District,31,Maloney Interdistrict Magnet School,Literacy,2010-11,95,24.2,34.7,41.1
151,Waterbury School District,11,Margaret M. Generali Elementary School,Literacy,2010-11,110,35.5,40.9,23.6
151,Waterbury School District,28,Regan School,Literacy,2010-11,38,36.8,34.2,28.9
151,Waterbury School District,33,Rotella Interdistrict Magnet School,Literacy,2010-11,90,46.7,26.7,26.7
151,Waterbury School District,20,Sprague School,Literacy,2010-11,76,21.1,34.2,44.7
151,Waterbury School District,22,Walsh School,Literacy,2010-11,106,37.7,38.7,23.6
151,Waterbury School District,23,Washington School,Literacy,2010-11,53,28.3,43.4,28.3
151,Waterbury School District,8,Wendell L. Cross School,Literacy,2010-11,57,7,49.1,43.9
151,Waterbury School District,32,Woodrow Wilson School,Literacy,2010-11,81,32.1,44.4,23.5
152,Waterford School District,2,Great Neck Elementary School,Literacy,2010-11,36,8.3,83.3,8.3
152,Waterford School District,6,Oswegatchie Elementary School,Literacy,2010-11,46,13,17.4,69.6
152,Waterford School District,7,Quaker Hill Elementary School,Literacy,2010-11,37,8.1,32.4,59.5
153,Watertown School District,2,John Trumbull Primary School,Literacy,2010-11,177,15.3,43.5,41.2
155,West Hartford School District,16,Aiken School,Literacy,2010-11,61,21.3,47.5,31.1
155,West Hartford School District,2,Braeburn School,Literacy,2010-11,71,8.5,23.9,67.6
155,West Hartford School District,4,Bugbee School,Literacy,2010-11,64,1.6,50,48.4
155,West Hartford School District,5,Charter Oak Academy,Literacy,2010-11,47,31.9,36.2,31.9
155,West Hartford School District,6,Duffy School,Literacy,2010-11,73,15.1,57.5,27.4
155,West Hartford School District,9,Morley School,Literacy,2010-11,60,13.3,50,36.7
155,West Hartford School District,10,Norfeldt School,Literacy,2010-11,58,6.9,25.9,67.2
155,West Hartford School District,17,Smith School,Literacy,2010-11,49,34.7,36.7,28.6
155,West Hartford School District,12,Webster Hill School,Literacy,2010-11,73,16.4,37,46.6
155,West Hartford School District,13,Whiting Lane School,Literacy,2010-11,75,14.7,53.3,32
155,West Hartford School District,15,Wolcott School,Literacy,2010-11,64,12.5,35.9,51.6
156,West Haven School District,8,Alma E. Pagels School,Literacy,2010-11,72,26.4,55.6,18.1
156,West Haven School District,6,Edith E. Mackrille School,Literacy,2010-11,38,7.9,92.1,0
156,West Haven School District,3,Forest School,Literacy,2010-11,101,43.6,48.5,7.9
156,West Haven School District,14,Savin Rock Community School,Literacy,2010-11,100,44,42,14
156,West Haven School District,4,Seth G. Haley School,Literacy,2010-11,102,13.7,41.2,45.1
156,West Haven School District,12,Washington School,Literacy,2010-11,92,19.6,43.5,37
154,Westbrook School District,2,Daisy Ingraham School,Literacy,2010-11,66,18.2,51.5,30.3
157,Weston School District,1,Hurlbutt Elementary School,Literacy,2010-11,22,4.5,9.1,86.4
158,Westport School District,3,Coleytown Elementary School,Literacy,2010-11,70,30,50,20
158,Westport School District,4,Green's Farms School,Literacy,2010-11,66,7.6,36.4,56.1
158,Westport School District,5,King's Highway Elementary School,Literacy,2010-11,70,8.6,58.6,32.9
158,Westport School District,7,Long Lots School,Literacy,2010-11,99,50.5,30.3,19.2
158,Westport School District,8,Saugatuck Elementary School,Literacy,2010-11,87,10.3,36.8,52.9
159,Wethersfield School District,8,Alfred W. Hanmer School,Literacy,2010-11,42,38.1,45.2,16.7
159,Wethersfield School District,10,Charles Wright School,Literacy,2010-11,52,15.4,25,59.6
159,Wethersfield School District,2,Emerson-Williams School,Literacy,2010-11,49,28.6,40.8,30.6
159,Wethersfield School District,11,Highcrest School,Literacy,2010-11,60,10,68.3,21.7
159,Wethersfield School District,12,Samuel B. Webb Elementary School,Literacy,2010-11,39,41,28.2,30.8
160,Willington School District,1,Center School,Literacy,2010-11,33,12.1,24.2,63.6
161,Wilton School District,5,Miller-Driscoll School,Literacy,2010-11,286,1.7,26.2,72
162,Winchester School District,4,Batcheller Early Education Center,Literacy,2010-11,19,26.3,42.1,31.6
163,Windham School District,1,Natchaug School,Literacy,2010-11,57,40.4,42.1,17.5
163,Windham School District,3,North Windham School,Literacy,2010-11,86,30.2,34.9,34.9
163,Windham School District,6,W. B. Sweeney School,Literacy,2010-11,59,13.6,47.5,39
163,Windham School District,5,Windham Center School,Literacy,2010-11,62,37.1,56.5,6.5
165,Windsor Locks School District,1,North Street School,Literacy,2010-11,136,26.5,47.8,25.7
164,Windsor School District,10,Roger Wolcott Early Child Center,Literacy,2010-11,194,30.4,38.1,31.4
166,Wolcott School District,6,Alcott School,Literacy,2010-11,38,28.9,18.4,52.6
166,Wolcott School District,2,Frisbie School,Literacy,2010-11,61,18,32.8,49.2
166,Wolcott School District,5,Wakelee School,Literacy,2010-11,67,19.4,50.7,29.9
167,Woodbridge School District,1,Beecher Road Primary School,Literacy,2010-11,85,48.2,43.5,8.2
169,Woodstock School District,2,Woodstock Elementary School,Literacy,2010-11,96,11.5,18.8,69.8
288,Achievement First Hartford Academy Inc.,1,Achievement First Hartford Academy Inc.,Literacy,2009-10,87,6.9,19.5,73.6
279,Amistad Academy District,51,Amistad Academy,Literacy,2009-10,82,11,23.2,65.9
1,Andover School District,1,Andover Elementary School,Literacy,2009-10,45,17.8,40,42.2
2,Ansonia School District,3,Mead School,Literacy,2009-10,35,22.9,31.4,45.7
2,Ansonia School District,8,Prendergast School,Literacy,2009-10,142,28.9,42.3,28.9
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict Magnet School,Literacy,2009-10,58,10.3,19,70.7
3,Ashford School District,1,Ashford School,Literacy,2009-10,31,19.4,32.3,48.4
4,Avon School District,4,Pine Grove School,Literacy,2009-10,91,5.5,37.4,57.1
4,Avon School District,3,Roaring Brook School,Literacy,2009-10,113,8,54,38.1
5,Barkhamsted School District,1,Barkhamsted Elementary School,Literacy,2009-10,42,11.9,23.8,64.3
7,Berlin School District,4,Emma Hart Willard School,Literacy,2009-10,69,7.2,40.6,52.2
7,Berlin School District,5,Mary E. Griswold School,Literacy,2009-10,87,11.5,17.2,71.3
7,Berlin School District,1,Richard D. Hubbard School,Literacy,2009-10,25,28,44,28
8,Bethany School District,1,Bethany Community School,Literacy,2009-10,58,17.2,41.4,41.4
9,Bethel School District,4,Anna H. Rockwell School,Literacy,2009-10,85,18.8,41.2,40
9,Bethel School District,1,Frank A. Berry School,Literacy,2009-10,84,6,27.4,66.7
11,Bloomfield School District,3,J. P. Vincent School,Literacy,2009-10,41,34.1,43.9,22
11,Bloomfield School District,6,Laurel School,Literacy,2009-10,49,26.5,51,22.4
11,Bloomfield School District,5,Metacomet School,Literacy,2009-10,27,59.3,33.3,7.4
11,Bloomfield School District,8,Wintonbury Early Childhood Magnet School,Literacy,2009-10,33,24.2,30.3,45.5
12,Bolton School District,1,Bolton Center School,Literacy,2009-10,53,20.8,32.1,47.2
13,Bozrah School District,1,Fields Memorial School,Literacy,2009-10,24,25,33.3,41.7
14,Branford School District,16,John B. Sliney School,Literacy,2009-10,52,11.5,48.1,40.4
14,Branford School District,15,Mary R. Tisko School,Literacy,2009-10,78,15.4,38.5,46.2
14,Branford School District,14,Mary T. Murphy School,Literacy,2009-10,74,25.7,48.6,25.7
15,Bridgeport School District,1,Barnum School,Literacy,2009-10,89,37.1,42.7,20.2
15,Bridgeport School District,2,Beardsley School,Literacy,2009-10,48,50,41.7,8.3
15,Bridgeport School District,3,Black Rock School,Literacy,2009-10,29,17.2,27.6,55.2
15,Bridgeport School District,40,Blackham School,Literacy,2009-10,87,17.2,43.7,39.1
15,Bridgeport School District,4,Bryant School,Literacy,2009-10,58,24.1,69,6.9
15,Bridgeport School District,14,Cesar Batalla School,Literacy,2009-10,115,29.6,42.6,27.8
15,Bridgeport School District,21,Classical Studies Academy,Literacy,2009-10,47,21.3,44.7,34
15,Bridgeport School District,5,Columbus School,Literacy,2009-10,85,25.9,47.1,27.1
15,Bridgeport School District,39,Cross School,Literacy,2009-10,44,27.3,43.2,29.5
15,Bridgeport School District,42,Curiale School,Literacy,2009-10,70,57.1,24.3,18.6
15,Bridgeport School District,41,Dunbar School,Literacy,2009-10,35,37.1,25.7,37.1
15,Bridgeport School District,7,Edison School,Literacy,2009-10,44,20.5,25,54.5
15,Bridgeport School District,32,Geraldine Johnson School,Literacy,2009-10,97,32,45.4,22.7
15,Bridgeport School District,11,Hall School,Literacy,2009-10,39,64.1,33.3,2.6
15,Bridgeport School District,12,Hallen School,Literacy,2009-10,46,26.1,50,23.9
15,Bridgeport School District,45,High Horizons Magnet School,Literacy,2009-10,50,38,34,28
15,Bridgeport School District,13,Hooker School,Literacy,2009-10,50,14,40,46
15,Bridgeport School District,22,Jettie S. Tisdale School,Literacy,2009-10,66,34.8,54.5,10.6
15,Bridgeport School District,19,Longfellow School,Literacy,2009-10,52,38.5,34.6,26.9
15,Bridgeport School District,10,Luis Munoz Marin School,Literacy,2009-10,79,31.6,31.6,36.7
15,Bridgeport School District,20,Madison School,Literacy,2009-10,74,33.8,59.5,6.8
15,Bridgeport School District,46,Multicultural Magnet School,Literacy,2009-10,47,4.3,38.3,57.4
15,Bridgeport School District,17,Park City Magnet School,Literacy,2009-10,58,24.1,60.3,15.5
15,Bridgeport School District,25,Read School,Literacy,2009-10,98,20.4,38.8,40.8
15,Bridgeport School District,26,Roosevelt School,Literacy,2009-10,75,49.3,29.3,21.3
15,Bridgeport School District,30,Waltersville School,Literacy,2009-10,59,23.7,45.8,30.5
15,Bridgeport School District,36,Winthrop School,Literacy,2009-10,64,31.3,54.7,14.1
17,Bristol School District,7,Clara T. O Connell School,Literacy,2009-10,71,16.9,42.3,40.8
17,Bristol School District,1,Clarence A. Bingham School,Literacy,2009-10,40,7.5,45,47.5
17,Bristol School District,3,Edgewood School,Literacy,2009-10,48,35.4,43.8,20.8
17,Bristol School District,14,Ellen P. Hubbell School,Literacy,2009-10,74,6.8,17.6,75.7
17,Bristol School District,5,Greene-Hills School,Literacy,2009-10,50,22,24,54
17,Bristol School District,19,Ivy Drive School,Literacy,2009-10,54,38.9,46.3,14.8
17,Bristol School District,6,John J. Jennings School,Literacy,2009-10,55,40,58.2,1.8
17,Bristol School District,17,Mountain View School,Literacy,2009-10,39,17.9,69.2,12.8
17,Bristol School District,11,South Side School,Literacy,2009-10,79,24.1,38,38
17,Bristol School District,12,Stafford School,Literacy,2009-10,64,26.6,34.4,39.1
18,Brookfield School District,3,Center Elementary School,Literacy,2009-10,171,21.6,39.8,38.6
19,Brooklyn School District,1,Brooklyn Elementary School,Literacy,2009-10,67,34.3,35.8,29.9
21,Canaan School District,1,Lee H. Kellogg School,Literacy,2009-10,14,21.4,50,28.6
22,Canterbury School District,2,Canterbury Elementary School,Literacy,2009-10,38,28.9,31.6,39.5
23,Canton School District,2,Cherry Brook Primary School,Literacy,2009-10,122,13.1,21.3,65.6
241,Capitol Region Education Council,1,East Hartford/Glastonbury Magnet School,Literacy,2009-10,40,32.5,45,22.5
241,Capitol Region Education Council,4,International Magnet School for Global Citizenship,Literacy,2009-10,60,25,38.3,36.7
241,Capitol Region Education Council,31,Montessori Magnet School,Literacy,2009-10,39,0,28.2,71.8
241,Capitol Region Education Council,3,Reggio Magnet School of the Arts,Literacy,2009-10,59,18.6,25.4,55.9
241,Capitol Region Education Council,2,University of Hartford Multiple Intelligences Magnet School,Literacy,2009-10,59,11.9,25.4,62.7
24,Chaplin School District,2,Chaplin Elementary School,Literacy,2009-10,18,11.1,66.7,22.2
287,Charter School for Young Children on Asylum Hill,1,Charter School for Young Children on Asylum Hill  Inc.,Literacy,2009-10,46,19.6,43.5,37
25,Cheshire School District,2,Darcey School,Literacy,2009-10,313,1.6,14.1,84.3
26,Chester School District,1,Chester Elementary School,Literacy,2009-10,34,14.7,76.5,8.8
27,Clinton School District,3,Lewin G. Joel Jr. School,Literacy,2009-10,147,22.4,47.6,29.9
28,Colchester School District,4,Colchester Elementary School,Literacy,2009-10,237,25.7,39.7,34.6
29,Colebrook School District,1,Colebrook Consolidated School,Literacy,2009-10,15,13.3,86.7,0
30,Columbia School District,1,Horace W. Porter School,Literacy,2009-10,42,31,28.6,40.5
243,Cooperative Educational Services,1,Six-Six Magnet School,Literacy,2009-10,47,2.1,44.7,53.2
31,Cornwall School District,1,Cornwall Consolidated School,Literacy,2009-10,8,12.5,25,62.5
32,Coventry School District,2,Coventry Grammar School,Literacy,2009-10,130,7.7,33.1,59.2
33,Cromwell School District,2,Edna C. Stevens School,Literacy,2009-10,145,9,51,40
34,Danbury School District,14,Ellsworth Avenue School,Literacy,2009-10,65,58.5,41.5,0
34,Danbury School District,11,Great Plain School,Literacy,2009-10,58,51.7,46.6,1.7
34,Danbury School District,2,Hayestown Avenue School,Literacy,2009-10,52,30.8,46.2,23.1
34,Danbury School District,13,King Street Primary School,Literacy,2009-10,89,61.8,25.8,12.4
34,Danbury School District,5,Mill Ridge Primary School,Literacy,2009-10,85,30.6,35.3,34.1
34,Danbury School District,6,Morris Street School,Literacy,2009-10,53,58.5,39.6,1.9
34,Danbury School District,8,Park Avenue School,Literacy,2009-10,74,68.9,20.3,10.8
34,Danbury School District,15,Pembroke School,Literacy,2009-10,51,17.6,33.3,49
34,Danbury School District,12,Shelter Rock School,Literacy,2009-10,56,28.6,48.2,23.2
34,Danbury School District,10,South Street School,Literacy,2009-10,45,28.9,44.4,26.7
34,Danbury School District,16,Stadley Rough School,Literacy,2009-10,77,48.1,36.4,15.6
34,Danbury School District,19,Western CT Academy of International Studies,Literacy,2009-10,65,23.1,73.8,3.1
35,Darien School District,2,Hindley Elementary School,Literacy,2009-10,100,4,51,45
35,Darien School District,7,Holmes Elementary School,Literacy,2009-10,95,12.6,31.6,55.8
35,Darien School District,13,Ox Ridge Elementary School,Literacy,2009-10,87,9.2,9.2,81.6
35,Darien School District,5,Royle Elementary School,Literacy,2009-10,73,13.7,30.1,56.2
35,Darien School District,6,Tokeneke Elementary School,Literacy,2009-10,62,14.5,32.3,53.2
36,Deep River School District,1,Deep River Elementary School,Literacy,2009-10,56,19.6,62.5,17.9
37,Derby School District,6,Bradley School,Literacy,2009-10,62,11.3,33.9,54.8
37,Derby School District,4,Irving School,Literacy,2009-10,71,9.9,52.1,38
40,East Granby School District,1,Allgrove School,Literacy,2009-10,57,8.8,17.5,73.7
41,East Haddam School District,1,East Haddam Elementary School,Literacy,2009-10,85,15.3,44.7,40
42,East Hampton School District,1,Memorial School,Literacy,2009-10,152,27.6,50.7,21.7
43,East Hartford School District,9,Anna E. Norris School,Literacy,2009-10,44,43.2,40.9,15.9
43,East Hartford School District,6,Dr. Franklin H. Mayberry School,Literacy,2009-10,69,30.4,34.8,34.8
43,East Hartford School District,22,Dr. John A. Langford School,Literacy,2009-10,55,34.5,56.4,9.1
43,East Hartford School District,10,Dr. Thomas S. O'Connell School,Literacy,2009-10,55,29.1,52.7,18.2
43,East Hartford School District,20,Governor William Pitkin School,Literacy,2009-10,78,24.4,29.5,46.2
43,East Hartford School District,5,Hockanum School,Literacy,2009-10,53,50.9,34,15.1
43,East Hartford School District,4,Joseph O. Goodwin School,Literacy,2009-10,48,52.1,25,22.9
43,East Hartford School District,18,Robert J. O'Brien School,Literacy,2009-10,65,38.5,41.5,20
43,East Hartford School District,12,Silver Lane School,Literacy,2009-10,71,28.2,42.3,29.6
44,East Haven School District,19,Hays School,Literacy,2009-10,106,27.4,44.3,28.3
44,East Haven School District,18,Overbrook Elementary School,Literacy,2009-10,130,36.9,42.3,20.8
45,East Lyme School District,1,Flanders School,Literacy,2009-10,60,1.7,31.7,66.7
45,East Lyme School District,4,Lillie B. Haynes School,Literacy,2009-10,63,17.5,52.4,30.2
45,East Lyme School District,2,Niantic Center School,Literacy,2009-10,22,27.3,36.4,36.4
47,East Windsor School District,1,Broad Brook Elementary School,Literacy,2009-10,101,40.6,38.6,20.8
39,Eastford School District,1,Eastford Elementary School,Literacy,2009-10,15,6.7,33.3,60
46,Easton School District,1,Samuel Staples Elementary School,Literacy,2009-10,90,20,55.6,24.4
48,Ellington School District,1,Center School,Literacy,2009-10,62,1.6,17.7,80.6
48,Ellington School District,2,Crystal Lake School,Literacy,2009-10,42,0,7.1,92.9
48,Ellington School District,6,Windermere School,Literacy,2009-10,102,19.6,23.5,56.9
49,Enfield School District,13,Edgar H. Parkman School,Literacy,2009-10,47,6.4,51.1,42.6
49,Enfield School District,16,Eli Whitney School,Literacy,2009-10,41,9.8,29.3,61
49,Enfield School District,2,Enfield Street School,Literacy,2009-10,51,31.4,45.1,23.5
49,Enfield School District,12,Harriet Beecher Stowe School,Literacy,2009-10,30,33.3,53.3,13.3
49,Enfield School District,4,Hazardville Memorial School,Literacy,2009-10,50,10,48,42
49,Enfield School District,18,Henry Barnard School,Literacy,2009-10,81,13.6,50.6,35.8
49,Enfield School District,11,Nathan Hale School,Literacy,2009-10,25,20,56,24
49,Enfield School District,15,Prudence Crandall School,Literacy,2009-10,53,24.5,62.3,13.2
49,Enfield School District,17,Thomas G. Alcorn School,Literacy,2009-10,53,41.5,35.8,22.6
50,Essex School District,1,Essex Elementary School,Literacy,2009-10,83,13.3,50.6,36.1
51,Fairfield School District,2,Burr Elementary School,Literacy,2009-10,56,3.6,23.2,73.2
51,Fairfield School District,1,Dwight Elementary School,Literacy,2009-10,43,20.9,51.2,27.9
51,Fairfield School District,4,Holland Hill School,Literacy,2009-10,47,19.1,53.2,27.7
51,Fairfield School District,17,Jennings School,Literacy,2009-10,49,4.1,53.1,42.9
51,Fairfield School District,6,McKinley School,Literacy,2009-10,67,19.4,38.8,41.8
51,Fairfield School District,7,Mill Hill School,Literacy,2009-10,84,21.4,51.2,27.4
51,Fairfield School District,16,North Stratfield School,Literacy,2009-10,64,18.8,20.3,60.9
51,Fairfield School District,18,Osborn Hill School,Literacy,2009-10,94,3.2,48.9,47.9
51,Fairfield School District,12,Riverfield School,Literacy,2009-10,66,6.1,30.3,63.6
51,Fairfield School District,13,Sherman School,Literacy,2009-10,86,8.1,57,34.9
51,Fairfield School District,14,Stratfield School,Literacy,2009-10,63,19,30.2,50.8
52,Farmington School District,4,East Farms School,Literacy,2009-10,79,11.4,40.5,48.1
52,Farmington School District,2,Noah Wallace School,Literacy,2009-10,66,9.1,7.6,83.3
52,Farmington School District,1,Union School,Literacy,2009-10,63,9.5,30.2,60.3
52,Farmington School District,3,West District School,Literacy,2009-10,70,8.6,25.7,65.7
53,Franklin School District,1,Franklin Elementary School,Literacy,2009-10,17,17.6,52.9,29.4
54,Glastonbury School District,2,Buttonball Lane School,Literacy,2009-10,74,12.2,27,60.8
54,Glastonbury School District,3,Eastbury School,Literacy,2009-10,39,17.9,53.8,28.2
54,Glastonbury School District,4,Hebron Avenue School,Literacy,2009-10,78,19.2,69.2,11.5
54,Glastonbury School District,6,Hopewell School,Literacy,2009-10,71,9.9,47.9,42.3
54,Glastonbury School District,7,Naubuc School,Literacy,2009-10,72,15.3,36.1,48.6
54,Glastonbury School District,9,Nayaug Elementary School,Literacy,2009-10,91,14.3,42.9,42.9
56,Granby School District,1,Frank M. Kearns Primary School,Literacy,2009-10,152,5.3,25,69.7
58,Griswold School District,3,Griswold Elementary School,Literacy,2009-10,113,31,48.7,20.4
59,Groton School District,20,Catherine Kolnaski Magnet School,Literacy,2009-10,103,55.3,26.2,18.4
59,Groton School District,18,Charles Barnum School,Literacy,2009-10,61,24.6,47.5,27.9
59,Groton School District,3,Claude Chester School,Literacy,2009-10,52,38.5,38.5,23.1
59,Groton School District,17,Mary Morrisson School,Literacy,2009-10,65,18.5,52.3,29.2
59,Groton School District,19,Northeast Academy Elementary School,Literacy,2009-10,76,73.7,25,1.3
59,Groton School District,12,Pleasant Valley School,Literacy,2009-10,53,30.2,45.3,24.5
59,Groton School District,1,S. B. Butler School,Literacy,2009-10,58,17.2,50,32.8
60,Guilford School District,6,A. W. Cox School,Literacy,2009-10,59,8.5,44.1,47.5
60,Guilford School District,4,Calvin Leete School,Literacy,2009-10,61,9.8,21.3,68.9
60,Guilford School District,2,Guilford Lakes School,Literacy,2009-10,59,15.3,37.3,47.5
60,Guilford School District,3,Melissa Jones School,Literacy,2009-10,68,1.5,8.8,89.7
62,Hamden School District,12,Bear Path School,Literacy,2009-10,57,28.1,38.6,33.3
62,Hamden School District,2,Church Street School,Literacy,2009-10,45,20,55.6,24.4
62,Hamden School District,3,Dunbar Hill School,Literacy,2009-10,37,16.2,45.9,37.8
62,Hamden School District,4,Helen Street School,Literacy,2009-10,42,23.8,57.1,19
62,Hamden School District,11,Ridge Hill School,Literacy,2009-10,43,25.6,37.2,37.2
62,Hamden School District,1,Shepherd Glen School,Literacy,2009-10,47,23.4,76.6,0
62,Hamden School District,10,Spring Glen School,Literacy,2009-10,74,24.3,28.4,47.3
62,Hamden School District,14,West Woods School,Literacy,2009-10,81,29.6,58,12.3
63,Hampton School District,1,Hampton Elementary School,Literacy,2009-10,15,46.7,13.3,40
64,Hartford School District,1,Americas Choice at SAND,Literacy,2009-10,51,33.3,41.2,25.5
64,Hartford School District,37,Annie Fisher Montessori Magnet School,Literacy,2009-10,12,0,0,100
64,Hartford School District,7,Asian Studies School at Dwight/Belizzi School,Literacy,2009-10,90,20,50,30
64,Hartford School District,4,Batchelder School,Literacy,2009-10,42,7.1,57.1,35.7
64,Hartford School District,35,Breakthrough II,Literacy,2009-10,22,22.7,59.1,18.2
64,Hartford School District,33,Breakthrough Magnet School,Literacy,2009-10,30,20,53.3,26.7
64,Hartford School District,6,Burns Latino Studies Academy,Literacy,2009-10,66,34.8,63.6,1.5
64,Hartford School District,23,Burr School,Literacy,2009-10,94,29.8,44.7,25.5
64,Hartford School District,24,Clark School,Literacy,2009-10,53,7.5,45.3,47.2
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,Literacy,2009-10,67,25.4,58.2,16.4
64,Hartford School District,9,Hooker School,Literacy,2009-10,39,25.6,64.1,10.3
64,Hartford School District,36,IB Global Communications Academy,Literacy,2009-10,75,18.7,48,33.3
64,Hartford School District,10,Kennelly School,Literacy,2009-10,72,30.6,36.1,33.3
64,Hartford School District,11,Kinsella Magnet School,Literacy,2009-10,62,19.4,43.5,37.1
64,Hartford School District,8,M. D. Fox ComPACT School,Literacy,2009-10,136,36,46.3,17.6
64,Hartford School District,16,M. L. King School,Literacy,2009-10,46,19.6,47.8,32.6
64,Hartford School District,12,McDonough School,Literacy,2009-10,52,32.7,40.4,26.9
64,Hartford School District,19,Milner Core Knowledge School,Literacy,2009-10,46,45.7,45.7,8.7
64,Hartford School District,32,Moylan School,Literacy,2009-10,65,43.1,40,16.9
64,Hartford School District,14,Naylor School,Literacy,2009-10,79,30.4,57,12.7
64,Hartford School District,20,Noah Webster Micro Society School,Literacy,2009-10,67,29.9,46.3,23.9
64,Hartford School District,15,Parkville Community School,Literacy,2009-10,83,26.5,43.4,30.1
64,Hartford School District,30,Sanchez School,Literacy,2009-10,72,44.4,40.3,15.3
64,Hartford School District,17,Sarah J. Rawson Elementary School,Literacy,2009-10,64,12.5,40.6,46.9
64,Hartford School District,26,Simpson-Waverly School,Literacy,2009-10,42,40.5,59.5,0
64,Hartford School District,21,West Middle School,Literacy,2009-10,92,29.3,43.5,27.2
64,Hartford School District,22,Wish School,Literacy,2009-10,50,54,38,8
65,Hartland School District,1,Hartland School,Literacy,2009-10,30,20,66.7,13.3
67,Hebron School District,2,Gilead Hill School,Literacy,2009-10,120,6.7,30,63.3
286,Highville Charter School District,1,Highville Charter School,Literacy,2009-10,39,2.6,23.1,74.4
264,Integrated Day Charter School District,1,Integrated Day Charter School,Literacy,2009-10,32,18.8,31.3,50
