District ID,District Name,School ID,School Name,School Year,Number of Students Tested,Standard CMT Score Summary Average Scale Score,Standard CMT Score Summary Percent at above Goal level,Standard CMT Score Summary Percent at above Proficient level
88,Naugatuck School District,2,Cross Street Intermediate School,2005-06,218,239.3,47.7,75.7
88,Naugatuck School District,4,Hillside Intermediate School,2005-06,186,231.4,41.4,70.4
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2005-06,30,242.5,50,83.3
89,New Britain School District,53,Pulaski Middle School,2005-06,266,210.8,24.8,48.5
89,New Britain School District,51,Roosevelt Middle School,2005-06,181,211,19.9,46.4
89,New Britain School District,52,Slade Middle School,2005-06,242,226.8,31,69.8
90,New Canaan School District,51,Saxe Middle School,2005-06,320,282.4,89.1,96.6
91,New Fairfield School District,52,New Fairfield Middle School,2005-06,250,285,87.6,97.6
92,New Hartford School District,3,Ann Antolini School,2005-06,93,270.8,80.6,94.6
93,New Haven School District,15,Augusta Lewis Troup School,2005-06,50,221.3,26,48
93,New Haven School District,18,Benjamin Jepson Magnet School,2005-06,43,206.4,16.3,44.2
93,New Haven School District,55,Betsy Ross Arts Magnet School,2005-06,128,235.2,43,67.2
93,New Haven School District,48,Celentano School,2005-06,40,214.8,22.5,52.5
93,New Haven School District,42,Clemente Leadership Academy,2005-06,103,208.3,24.3,46.6
93,New Haven School District,6,Clinton Avenue School,2005-06,39,252.7,56.4,84.6
93,New Haven School District,31,Conte/West Hills Magnet School,2005-06,67,227.7,40.3,70.1
93,New Haven School District,46,East Rock Community Magnet School,2005-06,102,220.4,23.5,60.8
93,New Haven School District,12,Edgewood School,2005-06,48,245.4,45.8,79.2
93,New Haven School District,16,Fair Haven School,2005-06,109,209.2,15.6,42.2
93,New Haven School District,7,Hill Central Music Academy,2005-06,44,197.4,6.8,43.2
93,New Haven School District,8,John S. Martinez School,2005-06,44,200.6,11.4,34.1
93,New Haven School District,4,Katherine Brennan School,2005-06,49,196.2,12.2,26.5
93,New Haven School District,30,King/Robinson Magnet School,2005-06,,,,
93,New Haven School District,20,Lincoln-Bassett School,2005-06,49,237.3,51,67.3
93,New Haven School District,49,Microsociety Magnet School,2005-06,27,240.4,66.7,77.8
93,New Haven School District,14,Nathan Hale School,2005-06,53,264.3,73.6,92.5
93,New Haven School District,10,Ross/Woodward School,2005-06,70,204.4,15.7,37.1
93,New Haven School District,53,Sheridan Communications and Technology Magnet School,2005-06,78,238.3,44.9,66.7
93,New Haven School District,29,Truman School,2005-06,75,211.9,18.7,48
93,New Haven School District,51,Urban Youth Center Middle School,2005-06,,,,
93,New Haven School District,32,Wexler/Grant Community School,2005-06,46,209.7,13,43.5
93,New Haven School District,38,Worthington Hooker School,2005-06,35,262.2,71.4,77.1
95,New London School District,51,Bennie Dover Jackson Middle School,2005-06,205,220.8,27.8,55.6
96,New Milford School District,9,Sarah Noble Intermediate School,2005-06,385,265.1,73,89.6
94,Newington School District,53,John Wallace Middle School,2005-06,173,259.5,67.1,86.7
94,Newington School District,51,Martin Kellogg Middle School,2005-06,154,262,71.4,88.3
97,Newtown School District,5,Reed Intermediate School ,2005-06,428,280.9,86.2,96.3
98,Norfolk School District,1,Botelle Elementary School,2005-06,,,,
99,North Branford School District,51,North Branford Intermediate School,2005-06,182,260.3,74.2,92.3
100,North Canaan School District,1,North Canaan Elementary School,2005-06,44,241.1,40.9,84.1
101,North Haven School District,52,North Haven Middle School,2005-06,307,258.6,65.1,87
102,North Stonington School District,51,Wheeler Middle School,2005-06,71,246.6,59.2,80.3
103,Norwalk School District,52,Nathan Hale Middle School,2005-06,188,252.1,58,83.5
103,Norwalk School District,53,Ponus Ridge Middle School,2005-06,205,228.1,38.5,61
103,Norwalk School District,55,Roton Middle School,2005-06,136,235.1,39.7,66.9
103,Norwalk School District,54,West Rocks Middle School,2005-06,243,243,50.2,76.5
104,Norwich School District,51,Kelly Middle School,2005-06,266,239.1,45.9,71.4
104,Norwich School District,52,Teachers' Memorial Middle School,2005-06,220,231.1,40.9,65.9
263,Odyssey Community School District,51,Odyssey Community School,2005-06,33,217,21.2,54.5
106,Old Saybrook School District,52,Old Saybrook Middle School,2005-06,142,267,72.5,90.1
107,Orange School District,5,Peck Place School,2005-06,73,258.5,61.6,87.7
107,Orange School District,3,Race Brook School,2005-06,64,277.4,89.1,98.4
107,Orange School District,4,Turkey Hill School,2005-06,70,276.1,85.7,95.7
108,Oxford School District,51,Great Oak School,2005-06,155,248.3,54.2,86.5
109,Plainfield School District,51,Plainfield Central Middle School,2005-06,200,245.8,60.5,80.5
110,Plainville School District,52,Middle School of Plainville,2005-06,213,240.2,49.8,80.3
111,Plymouth School District,51,Eli Terry Jr. Middle School,2005-06,152,252.5,59.2,80.9
112,Pomfret School District,1,Pomfret Community School,2005-06,66,256.4,66.7,89.4
113,Portland School District,5,Brownstone Intermediate School,2005-06,108,270.4,81.5,95.4
114,Preston School District,51,Preston Plains School,2005-06,62,242.6,53.2,75.8
116,Putnam School District,51,Putnam Middle School,2005-06,79,257.8,65.8,87.3
117,Redding School District,51,John Read Middle School,2005-06,144,281.8,89.6,97.9
206,Regional School District 06,1,Goshen Center School,2005-06,33,260.4,60.6,93.9
206,Regional School District 06,2,James Morris School,2005-06,22,259.6,72.7,86.4
206,Regional School District 06,3,Warren Elementary School,2005-06,21,279.8,90.5,100
210,Regional School District 10,51,Har-Bur Middle School,2005-06,253,268.3,79.4,93.7
212,Regional School District 12,51,Shepaug Valley Middle School,2005-06,68,247.2,61.8,83.8
213,Regional School District 13,4,Middlefield Memorial School,2005-06,175,261.5,70.9,90.9
214,Regional School District 14,51,Woodbury Middle School,2005-06,163,258.7,65,82.8
215,Regional School District 15,52,Memorial Middle School,2005-06,169,268.3,79.9,91.1
215,Regional School District 15,51,Rochambeau Middle School,2005-06,189,274.1,82,94.7
216,Regional School District 16,51,Long River Middle School,2005-06,207,242.1,47.8,82.6
217,Regional School District 17,2,Burr District Elementary School,2005-06,164,276.2,83.5,95.7
217,Regional School District 17,1,Haddam Elementary School,2005-06,58,267.6,81,94.8
218,Regional School District 18,51,Lyme-Old Lyme Middle School,2005-06,128,273.6,82,95.3
118,Ridgefield School District,51,East Ridge Middle School,2005-06,260,268.8,78.5,94.6
118,Ridgefield School District,52,Scotts Ridge Middle School,2005-06,192,263.8,72.4,92.7
119,Rocky Hill School District,51,Albert D. Griswold Middle School,2005-06,203,259.5,64.5,86.7
121,Salem School District,1,Salem Elementary School,2005-06,51,278.7,84.3,92.2
122,Salisbury School District,1,Salisbury Central School,2005-06,33,281.6,84.8,100
123,Scotland School District,1,Scotland Elementary School,2005-06,,,,
124,Seymour School District,51,Seymour Middle School,2005-06,183,249.1,54.6,80.3
125,Sharon School District,1,Sharon Center School,2005-06,34,270.3,64.7,94.1
126,Shelton School District,10,Booth Hill School,2005-06,78,271.4,79.5,93.6
126,Shelton School District,5,Elizabeth Shelton School,2005-06,126,274,79.4,93.7
126,Shelton School District,4,Lafayette School,2005-06,53,233.7,41.5,71.7
126,Shelton School District,8,Long Hill School,2005-06,79,259.8,77.2,88.6
126,Shelton School District,9,Mohegan School,2005-06,86,272.5,83.7,95.3
126,Shelton School District,6,Sunnyside School,2005-06,45,250,55.6,84.4
127,Sherman School District,1,Sherman School,2005-06,43,256.5,72.1,95.3
270,Side By Side Community School District,1,Side By Side Community School,2005-06,23,246.1,39.1,87
128,Simsbury School District,1,Central School,2005-06,59,260.9,69.5,84.7
128,Simsbury School District,6,Latimer Lane School,2005-06,101,276.9,88.1,94.1
128,Simsbury School District,7,Squadron Line School,2005-06,133,282.4,91.7,97
128,Simsbury School District,3,Tariffville School,2005-06,39,285,89.7,100
128,Simsbury School District,4,Tootin' Hills School,2005-06,83,280.6,88,96.4
129,Somers School District,51,Mabelle B. Avery Middle School,2005-06,132,265.5,75,96.2
132,South Windsor School District,51,Timothy Edwards School,2005-06,387,279.5,82.4,94.3
131,Southington School District,53,John F. Kennedy Middle School,2005-06,261,262.9,73.6,88.9
131,Southington School District,51,Joseph A. Depaolo Middle School,2005-06,240,263.1,72.9,89.2
133,Sprague School District,1,Sayles School,2005-06,33,264.5,72.7,84.8
134,Stafford School District,52,Stafford Middle School,2005-06,164,263.5,73.2,89
135,Stamford School District,56,Cloonan School,2005-06,206,240.7,46.6,66.5
135,Stamford School District,53,Dolan School,2005-06,210,238.1,49,69.5
135,Stamford School District,58,Rippowam Middle School,2005-06,266,235,46.2,65.8
135,Stamford School District,57,Scofield Middle School,2005-06,196,250.8,53.1,82.1
135,Stamford School District,55,Turn of River School,2005-06,196,239.4,44.9,68.9
136,Sterling School District,2,Sterling Memorial School,2005-06,48,248.4,52.1,87.5
137,Stonington School District,52,Mystic Middle School,2005-06,113,256.7,69,87.6
137,Stonington School District,51,Pawcatuck Middle School,2005-06,79,248.8,54.4,79.7
138,Stratford School District,3,Chapel School,2005-06,51,250.9,60.8,84.3
138,Stratford School District,13,Eli Whitney School,2005-06,84,240.2,48.8,81
138,Stratford School District,4,Franklin School,2005-06,58,236.1,37.9,79.3
138,Stratford School District,8,Lordship School,2005-06,39,248.9,59,87.2
138,Stratford School District,9,Nichols School,2005-06,70,254.2,71.4,87.1
138,Stratford School District,10,Second Hill Lane School,2005-06,73,244,47.9,86.3
138,Stratford School District,15,Stratford Academy - Johnson House,2005-06,125,261.2,60.8,83.2
138,Stratford School District,14,Wilcoxson School,2005-06,65,246.1,53.8,86.2
139,Suffield School District,51,Suffield Middle School,2005-06,214,271.6,75.7,91.6
140,Thomaston School District,2,Thomaston Center School,2005-06,107,244.2,53.3,79.4
141,Thompson School District,51,Thompson Middle School,2005-06,129,232.7,41.1,72.1
142,Tolland School District,51,Tolland Middle School,2005-06,251,254.5,59.4,86.1
143,Torrington School District,51,Torrington Middle School,2005-06,405,249.7,58.3,84.4
278,Trailblazers Academy District,51,Trailblazers Academy,2005-06,48,197.4,12.5,29.2
144,Trumbull School District,52,Hillcrest Middle School,2005-06,217,274.4,82.9,91.7
144,Trumbull School District,51,Madison Middle School,2005-06,305,262.7,70.5,87.9
145,Union School District,1,Union Elementary School,2005-06,,,,
146,Vernon School District,51,Vernon Center Middle School,2005-06,299,238.8,49.8,78.6
147,Voluntown School District,1,Voluntown Elementary School,2005-06,34,260.9,73.5,91.2
148,Wallingford School District,52,Dag Hammarskjold Middle School,2005-06,257,255.8,68.1,89.5
148,Wallingford School District,53,James H. Moran Middle School,2005-06,296,246.9,55.7,83.4
151,Waterbury School District,51,Michael F. Wallace Middle School,2005-06,422,213.5,20.6,48.8
151,Waterbury School District,53,North End Middle School,2005-06,404,205.5,15.8,42.1
151,Waterbury School District,50,Waterbury Arts Magnet School (Middle),2005-06,102,237.5,45.1,76.5
151,Waterbury School District,52,West Side Middle School,2005-06,391,218.8,24.3,53.2
152,Waterford School District,51,Clark Lane Middle School,2005-06,248,265.5,79.4,91.9
153,Watertown School District,6,Heminway Park School,2005-06,283,236.3,44.2,76.7
155,West Hartford School District,53,Bristow Middle School,2005-06,138,261.7,73.9,92.8
155,West Hartford School District,51,King Philip Middle School,2005-06,292,263.2,70.5,88.7
155,West Hartford School District,52,Sedgwick Middle School,2005-06,258,258.2,69.4,86.4
156,West Haven School District,53,Carrigan 5/6 Elementary School,2005-06,282,229.1,37.6,63.5
156,West Haven School District,51,Harry M. Bailey Middle School,2005-06,251,246.8,55.8,81.3
154,Westbrook School District,51,Westbrook Middle School,2005-06,82,249,56.1,82.9
157,Weston School District,51,Weston Middle School,2005-06,197,276,80.7,95.4
158,Westport School District,51,Bedford Middle School,2005-06,262,296.7,92.4,96.9
158,Westport School District,53,Coleytown Middle School,2005-06,160,290.4,86.9,95.6
159,Wethersfield School District,8,Alfred W. Hanmer School,2005-06,52,274.9,78.8,96.2
159,Wethersfield School District,10,Charles Wright School,2005-06,37,263.6,70.3,97.3
159,Wethersfield School District,2,Emerson-Williams School,2005-06,57,269.1,75.4,91.2
159,Wethersfield School District,11,Highcrest School,2005-06,76,271.3,81.6,89.5
159,Wethersfield School District,12,Samuel B. Webb Elementary School,2005-06,48,265.4,77.1,97.9
160,Willington School District,51,Hall Memorial School,2005-06,76,252.7,67.1,85.5
161,Wilton School District,52,Middlebrook School,2005-06,357,284.8,87.4,96.9
162,Winchester School District,51,Pearson Middle School,2005-06,119,245.7,58.8,81.5
163,Windham School District,51,Windham Middle School,2005-06,241,216.4,27.8,53.1
165,Windsor Locks School District,51,Windsor Locks Middle School,2005-06,139,245,54,83.5
164,Windsor School District,53,Sage Park Middle School,2005-06,304,256.9,60.9,83.6
166,Wolcott School District,51,Tyrrell Middle School,2005-06,245,273.3,83.7,92.2
167,Woodbridge School District,2,Beecher Road Intermediate School,2005-06,137,270.9,70.1,92
169,Woodstock School District,51,Woodstock Middle School,2005-06,115,260.1,73.9,88.7
