District ID,District Name,School ID,School Name,School Year,Number of Students Tested,Standard CMT Score Summary Average Scale Score,Standard CMT Score Summary Percent at above Goal level,Standard CMT Score Summary Percent at above Proficient level
88,Naugatuck School District,2,Cross Street Intermediate School,2007-08,197,256.9,72.6,84.8
88,Naugatuck School District,4,Hillside Intermediate School,2007-08,176,247.5,51.1,73.3
280,"New Beginnings Inc., Family Academy District",1,"New Beginnings Inc., Family Academy",2007-08,33,255.3,66.7,84.8
89,New Britain School District,54,"House of Arts, Letters and Science (HALS)  Academy",2007-08,51,285.8,100,100
89,New Britain School District,53,Pulaski Middle School,2007-08,229,215,25.8,54.1
89,New Britain School District,51,Roosevelt Middle School,2007-08,181,216.7,25.4,54.7
89,New Britain School District,52,Slade Middle School,2007-08,203,226.1,33.5,64
90,New Canaan School District,51,Saxe Middle School,2007-08,325,290.3,91.4,97.5
91,New Fairfield School District,52,New Fairfield Middle School,2007-08,230,284.9,86.1,95.2
92,New Hartford School District,3,Ann Antolini School,2007-08,88,282.3,89.8,96.6
93,New Haven School District,15,Augusta Lewis Troup School,2007-08,25,215,28,44
93,New Haven School District,2,Barnard Environmental Magnet School,2007-08,40,219.7,22.5,60
93,New Haven School District,3,Beecher School,2007-08,40,222.5,25,65
93,New Haven School District,18,Benjamin Jepson Magnet School,2007-08,41,231.7,36.6,70.7
93,New Haven School District,55,Betsy Ross Arts Magnet School,2007-08,139,244.1,51.1,77.7
93,New Haven School District,43,Bishop Woods School,2007-08,25,242.1,44,80
93,New Haven School District,48,Celentano School,2007-08,46,206.5,13,45.7
93,New Haven School District,41,Christopher Columbus Academy,2007-08,29,237.3,41.4,86.2
93,New Haven School District,42,Clemente Leadership Academy,2007-08,39,212.1,17.9,41
93,New Haven School District,6,Clinton Avenue School,2007-08,37,256.9,70.3,81.1
93,New Haven School District,31,Conte/West Hills Magnet School,2007-08,61,240.9,45.9,73.8
93,New Haven School District,46,East Rock Community Magnet School,2007-08,51,246.5,56.9,86.3
93,New Haven School District,12,Edgewood School,2007-08,51,259.9,60.8,90.2
93,New Haven School District,16,Fair Haven School,2007-08,39,212.9,20.5,46.2
93,New Haven School District,7,Hill Central Music Academy,2007-08,39,202,15.4,38.5
93,New Haven School District,13,John C. Daniels,2007-08,44,249,63.6,88.6
93,New Haven School District,8,John S. Martinez School,2007-08,62,233.6,43.5,64.5
93,New Haven School District,4,Katherine Brennan School,2007-08,23,235.5,47.8,73.9
93,New Haven School District,30,King/Robinson Magnet School,2007-08,37,222.9,37.8,54.1
93,New Haven School District,20,Lincoln-Bassett School,2007-08,36,216.3,27.8,47.2
93,New Haven School District,49,Microsociety Magnet School,2007-08,,,,
93,New Haven School District,14,Nathan Hale School,2007-08,44,266.2,75,95.5
93,New Haven School District,10,Ross/Woodward School,2007-08,53,229.5,32.1,67.9
93,New Haven School District,53,Sheridan Communications and Technology Magnet School,2007-08,61,239,45.9,72.1
93,New Haven School District,29,Truman School,2007-08,63,217.1,27,49.2
93,New Haven School District,51,Urban Youth Center Middle School,2007-08,,,,
93,New Haven School District,25,"Vincent E. Mauro Elementary Math, Science and Technology Magnet School",2007-08,37,253.4,62.2,83.8
93,New Haven School District,32,Wexler/Grant Community School,2007-08,42,236.7,45.2,83.3
93,New Haven School District,38,Worthington Hooker School,2007-08,40,280.6,82.5,90
95,New London School District,51,Bennie Dover Jackson Middle School,2007-08,194,225.4,34,61.3
95,New London School District,52,Dual Language Arts Academy/Academia Bilingue de las Artes,2007-08,31,227.6,29,67.7
96,New Milford School District,9,Sarah Noble Intermediate School,2007-08,374,266.3,71.4,89
94,Newington School District,53,John Wallace Middle School,2007-08,200,279.7,84,95.5
94,Newington School District,51,Martin Kellogg Middle School,2007-08,156,266.8,70.5,88.5
97,Newtown School District,5,Reed Intermediate School ,2007-08,427,286.3,88.8,95.3
98,Norfolk School District,1,Botelle Elementary School,2007-08,32,263.8,71.9,87.5
99,North Branford School District,51,North Branford Intermediate School,2007-08,192,267.3,74.5,91.1
100,North Canaan School District,1,North Canaan Elementary School,2007-08,37,273.4,70.3,94.6
101,North Haven School District,52,North Haven Middle School,2007-08,316,265.7,71.5,90.8
102,North Stonington School District,51,Wheeler Middle School,2007-08,62,266,75.8,87.1
103,Norwalk School District,52,Nathan Hale Middle School,2007-08,175,250.7,53.1,84
103,Norwalk School District,53,Ponus Ridge Middle School,2007-08,217,239.1,45.6,71
103,Norwalk School District,55,Roton Middle School,2007-08,134,236.8,45.5,65.7
103,Norwalk School District,54,West Rocks Middle School,2007-08,210,240.7,44.8,67.1
104,Norwich School District,51,Kelly Middle School,2007-08,243,232.1,44,68.3
104,Norwich School District,52,Teachers' Memorial Middle School,2007-08,161,243.2,47.2,78.3
263,Odyssey Community School District,51,Odyssey Community School,2007-08,34,251.4,58.8,88.2
106,Old Saybrook School District,52,Old Saybrook Middle School,2007-08,127,265.6,70.9,85
107,Orange School District,5,Peck Place School,2007-08,74,278,79.7,89.2
107,Orange School District,3,Race Brook School,2007-08,78,289.2,87.2,97.4
107,Orange School District,4,Turkey Hill School,2007-08,66,282.3,81.8,93.9
108,Oxford School District,51,Great Oak School,2007-08,186,265.7,72.6,87.6
283,Park City Prep Charter School,51,Park City Prep Charter School,2007-08,56,217.4,14.3,57.1
109,Plainfield School District,51,Plainfield Central Middle School,2007-08,185,253.8,63.8,86.5
110,Plainville School District,52,Middle School of Plainville,2007-08,187,260.5,65.8,88.8
111,Plymouth School District,51,Eli Terry Jr. Middle School,2007-08,157,259.1,65.6,84.1
112,Pomfret School District,1,Pomfret Community School,2007-08,60,265.8,75,90
113,Portland School District,5,Brownstone Intermediate School,2007-08,134,271.3,76.9,91.8
114,Preston School District,51,Preston Plains School,2007-08,63,258.2,68.3,77.8
116,Putnam School District,51,Putnam Middle School,2007-08,86,253.3,61.6,80.2
117,Redding School District,51,John Read Middle School,2007-08,138,288.7,86.2,94.9
206,Regional School District 06,1,Goshen Center School,2007-08,39,288.7,82.1,97.4
206,Regional School District 06,2,James Morris School,2007-08,27,259.6,66.7,96.3
206,Regional School District 06,3,Warren Elementary School,2007-08,,,,
210,Regional School District 10,51,Har-Bur Middle School,2007-08,243,272.5,80.2,93.8
212,Regional School District 12,51,Shepaug Valley Middle School,2007-08,81,265.2,74.1,91.4
213,Regional School District 13,4,Middlefield Memorial School,2007-08,166,265.2,69.9,88
214,Regional School District 14,51,Woodbury Middle School,2007-08,166,262.8,66.3,89.2
215,Regional School District 15,52,Memorial Middle School,2007-08,176,276.9,86.4,97.2
215,Regional School District 15,51,Rochambeau Middle School,2007-08,177,288.9,92.7,97.2
216,Regional School District 16,51,Long River Middle School,2007-08,214,253.2,60.7,86.4
217,Regional School District 17,51,Haddam-Killingworth Middle School,2007-08,199,274.1,78.9,93
218,Regional School District 18,51,Lyme-Old Lyme Middle School,2007-08,125,280.9,88,94.4
118,Ridgefield School District,51,East Ridge Middle School,2007-08,256,293.4,93.8,99.2
118,Ridgefield School District,52,Scotts Ridge Middle School,2007-08,195,293,90.8,96.9
119,Rocky Hill School District,51,Albert D. Griswold Middle School,2007-08,205,260.3,65.4,86.8
121,Salem School District,1,Salem Elementary School,2007-08,68,287.1,91.2,97.1
122,Salisbury School District,1,Salisbury Central School,2007-08,23,276.3,78.3,95.7
123,Scotland School District,1,Scotland Elementary School,2007-08,22,251.1,50,90.9
124,Seymour School District,51,Seymour Middle School,2007-08,170,268.3,75.9,91.2
125,Sharon School District,1,Sharon Center School,2007-08,25,263.9,76,92
126,Shelton School District,10,Booth Hill School,2007-08,67,278.7,77.6,91
126,Shelton School District,5,Elizabeth Shelton School,2007-08,105,278.2,85.7,94.3
126,Shelton School District,4,Lafayette School,2007-08,47,244.9,48.9,80.9
126,Shelton School District,8,Long Hill School,2007-08,74,266.4,74.3,91.9
126,Shelton School District,9,Mohegan School,2007-08,85,282.7,83.5,88.2
126,Shelton School District,6,Sunnyside School,2007-08,56,248.7,57.1,85.7
127,Sherman School District,1,Sherman School,2007-08,60,273.9,86.7,98.3
270,Side By Side Community School District,1,Side By Side Community School,2007-08,24,234.8,33.3,70.8
128,Simsbury School District,1,Central School,2007-08,59,289.4,84.7,94.9
128,Simsbury School District,6,Latimer Lane School,2007-08,95,294.8,90.5,94.7
128,Simsbury School District,7,Squadron Line School,2007-08,132,290.6,93.9,97.7
128,Simsbury School District,3,Tariffville School,2007-08,45,294.2,93.3,95.6
128,Simsbury School District,4,Tootin' Hills School,2007-08,77,288.6,93.5,97.4
129,Somers School District,51,Mabelle B. Avery Middle School,2007-08,141,256.7,65.2,90.1
132,South Windsor School District,51,Timothy Edwards School,2007-08,351,276.1,78.9,91.2
131,Southington School District,53,John F. Kennedy Middle School,2007-08,265,277.4,81.9,94
131,Southington School District,51,Joseph A. Depaolo Middle School,2007-08,267,279.7,84.6,95.9
133,Sprague School District,1,Sayles School,2007-08,34,253.6,67.6,85.3
134,Stafford School District,52,Stafford Middle School,2007-08,152,268.5,77,91.4
135,Stamford School District,56,Cloonan School,2007-08,200,253.4,60,80
135,Stamford School District,53,Dolan School,2007-08,202,245.5,50,75.7
135,Stamford School District,58,Rippowam Middle School,2007-08,279,240.7,47.7,72.4
135,Stamford School District,57,Scofield Middle School,2007-08,196,261.9,66.8,87.2
135,Stamford School District,55,Turn of River School,2007-08,172,249.2,54.1,76.2
136,Sterling School District,3,Sterling Community School,2007-08,52,246.4,48.1,86.5
137,Stonington School District,52,Mystic Middle School,2007-08,94,281.4,83,93.6
137,Stonington School District,51,Pawcatuck Middle School,2007-08,83,252.5,66.3,83.1
138,Stratford School District,3,Chapel School,2007-08,63,256.9,60.3,88.9
138,Stratford School District,13,Eli Whitney School,2007-08,87,267.9,77,89.7
138,Stratford School District,4,Franklin School,2007-08,61,246,52.5,88.5
138,Stratford School District,8,Lordship School,2007-08,40,269,75,100
138,Stratford School District,9,Nichols School,2007-08,78,278.4,75.6,92.3
138,Stratford School District,10,Second Hill Lane School,2007-08,75,241.5,50.7,78.7
138,Stratford School District,15,Stratford Academy - Johnson House,2007-08,134,275.9,68.7,89.6
138,Stratford School District,14,Wilcoxson School,2007-08,68,269.2,73.5,88.2
139,Suffield School District,51,Suffield Middle School,2007-08,219,289.4,88.1,94.1
140,Thomaston School District,2,Thomaston Center School,2007-08,97,262.1,68,87.6
141,Thompson School District,51,Thompson Middle School,2007-08,122,245.1,50.8,74.6
142,Tolland School District,51,Tolland Middle School,2007-08,244,265.1,76.6,93
143,Torrington School District,51,Torrington Middle School,2007-08,347,261.8,71.5,90.5
278,Trailblazers Academy District,51,Trailblazers Academy,2007-08,47,202.6,19.1,34
144,Trumbull School District,52,Hillcrest Middle School,2007-08,236,280.3,83.5,93.2
144,Trumbull School District,51,Madison Middle School,2007-08,291,277.5,83.8,96.2
145,Union School District,1,Union Elementary School,2007-08,,,,
146,Vernon School District,51,Vernon Center Middle School,2007-08,288,256.1,63.5,86.5
147,Voluntown School District,1,Voluntown Elementary School,2007-08,41,249.2,58.5,90.2
148,Wallingford School District,52,Dag Hammarskjold Middle School,2007-08,214,266.9,75.2,92.5
148,Wallingford School District,53,James H. Moran Middle School,2007-08,270,255.5,60.7,88.1
151,Waterbury School District,51,Michael F. Wallace Middle School,2007-08,451,226.9,34.6,61.6
151,Waterbury School District,53,North End Middle School,2007-08,394,215,21.8,49.5
151,Waterbury School District,50,Waterbury Arts Magnet School (Middle),2007-08,102,253.2,62.7,82.4
151,Waterbury School District,52,West Side Middle School,2007-08,393,234.7,43.5,69.2
152,Waterford School District,51,Clark Lane Middle School,2007-08,203,272.2,81.3,93.1
153,Watertown School District,6,Heminway Park School,2007-08,260,253.8,61.9,90
155,West Hartford School District,53,Bristow Middle School,2007-08,139,277.1,83.5,91.4
155,West Hartford School District,51,King Philip Middle School,2007-08,290,274.1,81,91.7
155,West Hartford School District,52,Sedgwick Middle School,2007-08,262,270.5,75.6,92.4
156,West Haven School District,53,Carrigan 5/6 Elementary School,2007-08,225,229.9,32.4,66.7
156,West Haven School District,51,Harry M. Bailey Middle School,2007-08,210,257,66.7,84.3
154,Westbrook School District,51,Westbrook Middle School,2007-08,75,262.2,74.7,88
157,Weston School District,51,Weston Middle School,2007-08,184,290.3,92.9,97.8
158,Westport School District,51,Bedford Middle School,2007-08,297,299.1,95.6,99
158,Westport School District,53,Coleytown Middle School,2007-08,143,292.6,92.3,99.3
159,Wethersfield School District,8,Alfred W. Hanmer School,2007-08,47,286,85.1,93.6
159,Wethersfield School District,10,Charles Wright School,2007-08,43,280.8,81.4,95.3
159,Wethersfield School District,2,Emerson-Williams School,2007-08,72,278.8,86.1,91.7
159,Wethersfield School District,11,Highcrest School,2007-08,63,283.2,82.5,92.1
159,Wethersfield School District,12,Samuel B. Webb Elementary School,2007-08,60,283.7,83.3,96.7
160,Willington School District,51,Hall Memorial School,2007-08,76,269.3,80.3,90.8
161,Wilton School District,52,Middlebrook School,2007-08,324,292.7,91.7,98.5
162,Winchester School District,51,Pearson Middle School,2007-08,113,255,61.9,89.4
163,Windham School District,51,Windham Middle School,2007-08,203,216.3,28.1,51.7
165,Windsor Locks School District,51,Windsor Locks Middle School,2007-08,135,254.8,68.1,88.1
164,Windsor School District,53,Sage Park Middle School,2007-08,277,254.1,61.4,81.9
166,Wolcott School District,51,Tyrrell Middle School,2007-08,268,278.6,84.7,93.7
167,Woodbridge School District,2,Beecher Road Intermediate School,2007-08,121,288.4,87.6,96.7
169,Woodstock School District,51,Woodstock Middle School,2007-08,95,267.5,80,95.8
279,Amistad Academy District,51,Amistad Academy,2006-07,73,257.3,67.1,93.2
1,Andover School District,1,Andover Elementary School,2006-07,47,277.8,89.4,97.9
2,Ansonia School District,51,Ansonia Middle School,2006-07,209,230.5,39.2,65.6
244,Area Cooperative Educational Services,51,Thomas Edison Magnet Middle School,2006-07,255,233.7,44.7,65.9
244,Area Cooperative Educational Services,3,Wintergreen Interdistrict  Magnet School,2006-07,70,244.4,52.9,72.9
3,Ashford School District,1,Ashford School,2006-07,59,266.8,79.7,89.8
4,Avon School District,5,Thompson Brook School,2006-07,272,287.4,85.7,96.3
5,Barkhamsted School District,1,Barkhamsted Elementary School,2006-07,53,267.8,77.4,90.6
7,Berlin School District,51,Catherine M. McGee Middle School,2006-07,257,267.1,75.9,90.3
8,Bethany School District,1,Bethany Community School,2006-07,71,273,77.5,91.5
9,Bethel School District,51,Bethel Middle School,2006-07,230,283.7,84.8,94.3
11,Bloomfield School District,7,Carmen Arace Intermediate School,2006-07,149,243.2,52.3,77.9
12,Bolton School District,1,Bolton Center School,2006-07,81,267,72.8,88.9
13,Bozrah School District,1,Fields Memorial School,2006-07,29,256.8,69,86.2
14,Branford School District,51,Francis Walsh Intermediate School,2006-07,267,266,76.8,91
15,Bridgeport School District,1,Barnum School,2006-07,32,200.3,9.4,43.8
15,Bridgeport School District,2,Beardsley School,2006-07,69,224.6,27.5,68.1
15,Bridgeport School District,3,Black Rock School,2006-07,33,224.1,33.3,60.6
15,Bridgeport School District,40,Blackham School,2006-07,122,228,37.7,62.3
15,Bridgeport School District,14,Cesar Batalla School,2006-07,112,213.1,17.9,52.7
15,Bridgeport School District,21,Classical Studies Academy,2006-07,56,231.1,33.9,73.2
15,Bridgeport School District,5,Columbus School,2006-07,99,228.2,35.4,68.7
15,Bridgeport School District,39,Cross School,2006-07,37,229.1,37.8,67.6
15,Bridgeport School District,42,Curiale School,2006-07,60,217.3,31.7,58.3
15,Bridgeport School District,41,Dunbar School,2006-07,37,218.7,35.1,54.1
15,Bridgeport School District,7,Edison School,2006-07,42,222.2,19,59.5
15,Bridgeport School District,9,Garfield School,2006-07,24,218.8,25,58.3
15,Bridgeport School District,11,Hall School,2006-07,55,240.4,43.6,83.6
15,Bridgeport School District,12,Hallen School,2006-07,55,244.4,49.1,72.7
15,Bridgeport School District,45,High Horizons Magnet School,2006-07,49,258.1,59.2,91.8
15,Bridgeport School District,13,Hooker School,2006-07,57,210.5,26.3,56.1
15,Bridgeport School District,22,Jettie S. Tisdale School,2006-07,29,218.4,13.8,51.7
15,Bridgeport School District,19,Longfellow School,2006-07,35,204.3,17.1,45.7
15,Bridgeport School District,10,Luis Munoz Marin School,2006-07,48,205.6,6.3,41.7
15,Bridgeport School District,20,Madison School,2006-07,76,229,40.8,75
15,Bridgeport School District,46,Multicultural Magnet School,2006-07,45,248.7,62.2,93.3
15,Bridgeport School District,17,Park City Magnet School,2006-07,47,251.9,63.8,87.2
15,Bridgeport School District,25,Read School,2006-07,88,219.4,26.1,58
15,Bridgeport School District,26,Roosevelt School,2006-07,68,204.7,13.2,42.6
15,Bridgeport School District,30,Waltersville School,2006-07,43,225.7,27.9,72.1
15,Bridgeport School District,36,Winthrop School,2006-07,83,241,50.6,72.3
17,Bristol School District,51,Chippens Hill Middle School,2006-07,268,253.2,61.9,82.5
17,Bristol School District,53,Memorial Boulevard Middle School,2006-07,166,257.4,67.5,85.5
17,Bristol School District,52,Northeast Middle School,2006-07,184,251.9,61.4,84.2
18,Brookfield School District,53,Whisconier Middle School,2006-07,242,276.2,83.9,97.5
19,Brooklyn School District,51,Brooklyn Middle School,2006-07,110,252.1,60.9,86.4
21,Canaan School District,1,Lee H. Kellogg School,2006-07,,,,
22,Canterbury School District,51,Dr. Helen Baldwin Middle School,2006-07,72,260.9,73.6,87.5
23,Canton School District,3,Canton Intermediate School,2006-07,127,282,87.4,96.1
241,Capitol Region Education Council,61,Metropolitan Learning Center,2006-07,100,256.3,67,84
241,Capitol Region Education Council,31,Montessori Magnet School,2006-07,,,,
241,Capitol Region Education Council,50,Two Rivers Middle Magnet School,2006-07,214,260.5,65,85.5
24,Chaplin School District,2,Chaplin Elementary School,2006-07,26,254.3,65.4,96.2
25,Cheshire School District,1,Chapman School,2006-07,69,286.9,82.6,94.2
25,Cheshire School District,6,Doolittle School,2006-07,89,286.1,86.5,94.4
25,Cheshire School District,4,Highland School,2006-07,167,301,93.4,99.4
25,Cheshire School District,5,Norton School,2006-07,68,286.8,89.7,98.5
26,Chester School District,1,Chester Elementary School,2006-07,46,282,82.6,95.7
27,Clinton School District,51,Jared Eliot School,2006-07,153,264.7,75.8,93.5
28,Colchester School District,51,William J. Johnston Middle School,2006-07,272,265.9,70.2,91.5
29,Colebrook School District,1,Colebrook Consolidated School,2006-07,25,271.8,88,100
30,Columbia School District,1,Horace W. Porter School,2006-07,71,275,83.1,94.4
243,Cooperative Educational Services,1,Six-Six Magnet School,2006-07,32,252.5,59.4,90.6
31,Cornwall School District,1,Cornwall Consolidated School,2006-07,,,,
32,Coventry School District,51,Capt. Nathan Hale School,2006-07,183,245.3,54.1,81.4
33,Cromwell School District,51,Cromwell Middle School,2006-07,167,260.2,67.1,86.2
284,Cross Cultural Academy,1,Cross Cultural Academy,2006-07,,,,
34,Danbury School District,51,Broadview Middle School,2006-07,345,252,61.2,81.7
34,Danbury School District,52,Rogers Park Middle School,2006-07,316,244,49.1,75
35,Darien School District,51,Middlesex Middle School,2006-07,352,294.3,89.5,96.3
36,Deep River School District,1,Deep River Elementary School,2006-07,45,271.7,80,93.3
37,Derby School District,6,Bradley School,2006-07,46,243,45.7,87
37,Derby School District,4,Irving School,2006-07,56,244.9,51.8,78.6
40,East Granby School District,51,East Granby Middle School,2006-07,81,276.6,82.7,93.8
41,East Haddam School District,51,Nathan Hale-Ray Middle School,2006-07,112,272.4,76.8,92.9
42,East Hampton School District,51,East Hampton Middle School,2006-07,155,274,80.6,93.5
43,East Hartford School District,24,Sunset Ridge School Elementary Academy for Arts and World Languages,2006-07,532,224.3,30.6,59.6
44,East Haven School District,17,Carbone School/East Haven Academy,2006-07,38,294.6,97.4,100
44,East Haven School District,14,D. C. Moore School,2006-07,31,253,61.3,87.1
44,East Haven School District,1,Deer Run School,2006-07,60,235.7,40,73.3
44,East Haven School District,13,Dominick H. Ferrara School,2006-07,30,266.3,83.3,96.7
44,East Haven School District,10,Grove J. Tuttle School,2006-07,32,264.2,75,93.8
44,East Haven School District,7,Momauguin School,2006-07,40,260.1,70,97.5
44,East Haven School District,16,Robert W. Carbone School,2006-07,58,260.6,67.2,86.2
45,East Lyme School District,51,East Lyme Middle School,2006-07,222,279.5,83.8,94.1
47,East Windsor School District,54,East Windsor Middle School,2006-07,94,244.7,46.8,79.8
39,Eastford School District,1,Eastford Elementary School,2006-07,,,,
46,Easton School District,51,Helen Keller Middle School,2006-07,117,284.2,86.3,96.6
48,Ellington School District,6,Windermere School,2006-07,197,279.7,85.3,94.4
289,Elm City College Preparatory School,1,Elm City College Preparatory School,2006-07,50,265.1,80,98
49,Enfield School District,13,Edgar H. Parkman School,2006-07,51,281.8,88.2,96.1
49,Enfield School District,16,Eli Whitney School,2006-07,72,266.9,69.4,88.9
49,Enfield School District,2,Enfield Street School,2006-07,46,275.1,84.8,97.8
49,Enfield School District,12,Harriet Beecher Stowe School,2006-07,38,271.2,89.5,92.1
49,Enfield School District,4,Hazardville Memorial School,2006-07,65,261.1,63.1,90.8
49,Enfield School District,18,Henry Barnard School,2006-07,66,260.3,72.7,90.9
49,Enfield School District,11,Nathan Hale School,2006-07,41,259.5,63.4,90.2
49,Enfield School District,15,Prudence Crandall School,2006-07,65,260.6,67.7,87.7
49,Enfield School District,17,Thomas G. Alcorn School,2006-07,22,241,40.9,81.8
50,Essex School District,1,Essex Elementary School,2006-07,81,278.7,82.7,97.5
51,Fairfield School District,52,Fairfield Woods Middle School,2006-07,175,278.4,78.9,92.6
51,Fairfield School District,53,Roger Ludlowe Middle School,2006-07,278,275.4,81.7,92.4
51,Fairfield School District,51,Tomlinson Middle School,2006-07,240,274.5,77.1,92.1
52,Farmington School District,5,West Woods Upper Elementary School,2006-07,332,280.9,84,95.2
53,Franklin School District,1,Franklin Elementary School,2006-07,27,254.6,63,85.2
54,Glastonbury School District,8,Gideon Welles School,2006-07,532,298.3,91.9,97.6
56,Granby School District,4,Kelly Lane Intermediate School,2006-07,92,299.4,89.1,98.9
56,Granby School District,3,Wells Road Intermediate School,2006-07,88,315.7,96.6,98.9
57,Greenwich School District,51,Central Middle School,2006-07,247,276.6,80.2,92.3
57,Greenwich School District,52,Eastern Middle School,2006-07,230,289.6,88.3,97.4
57,Greenwich School District,53,Western Middle School,2006-07,176,261.6,65.9,86.9
58,Griswold School District,51,Griswold Middle School,2006-07,136,251.4,59.6,87.5
59,Groton School District,53,Carl C. Cutler Middle School,2006-07,138,262.5,68.1,84.8
59,Groton School District,51,Fitch Middle School,2006-07,154,240.6,51.9,77.3
59,Groton School District,52,West Side Middle School,2006-07,106,236.8,41.5,74.5
60,Guilford School District,7,A. Baldwin Middle School,2006-07,287,288.4,86.1,94.4
62,Hamden School District,12,Bear Path School,2006-07,87,256.9,60.9,83.9
62,Hamden School District,2,Church Street School,2006-07,80,237.3,43.8,71.3
62,Hamden School District,3,Dunbar Hill School,2006-07,47,243.4,53.2,74.5
62,Hamden School District,4,Helen Street School,2006-07,49,233.6,34.7,73.5
62,Hamden School District,11,Ridge Hill School,2006-07,45,232.5,37.8,71.1
62,Hamden School District,1,Shepherd Glen School,2006-07,34,246.1,61.8,76.5
62,Hamden School District,10,Spring Glen School,2006-07,39,242.7,51.3,82.1
62,Hamden School District,14,West Woods School,2006-07,60,266.2,73.3,88.3
63,Hampton School District,1,Hampton Elementary School,2006-07,20,256.5,65,80
64,Hartford School District,1,Americas Choice at SAND,2006-07,31,194.4,6.5,25.8
64,Hartford School District,3,Barnard-Brown School,2006-07,35,210.4,20,45.7
64,Hartford School District,4,Batchelder School,2006-07,52,211.2,23.1,46.2
64,Hartford School District,33,Breakthrough Magnet School,2006-07,24,243.5,45.8,79.2
64,Hartford School District,6,Burns Latino Studies Academy,2006-07,51,199.4,11.8,39.2
64,Hartford School District,23,Burr School,2006-07,50,214.2,20,54
64,Hartford School District,69,Capital Preparatory Magnet School,2006-07,38,229.6,34.2,60.5
64,Hartford School District,24,Clark School,2006-07,39,217.5,25.6,59
64,Hartford School District,64,Classical Magnet School,2006-07,107,238.8,44.9,74.8
64,Hartford School District,53,Dr. Joseph Bellizzi Middle School,2006-07,93,206.9,18.3,47.3
64,Hartford School District,28,Dr. Ramon E. Betances Early Reading Lab School,2006-07,30,189.3,0,26.7
64,Hartford School District,54,Hartford Magnet Middle School,2006-07,190,243.3,53.2,76.8
64,Hartford School District,9,Hooker School,2006-07,27,212.7,22.2,51.9
64,Hartford School District,10,Kennelly School,2006-07,85,215.6,20,52.9
64,Hartford School District,11,Kinsella Magnet School,2006-07,48,214,18.8,56.3
64,Hartford School District,16,M. L. King School,2006-07,57,212.6,21.1,52.6
64,Hartford School District,12,McDonough School,2006-07,42,213.6,23.8,50
64,Hartford School District,19,Milner Core Knowledge School,2006-07,48,187.5,2.1,20.8
64,Hartford School District,32,Moylan School,2006-07,47,209.6,14.9,48.9
64,Hartford School District,14,Naylor School,2006-07,68,220.2,25,58.8
64,Hartford School District,20,Noah Webster Micro Society School,2006-07,58,235.6,43.1,75.9
64,Hartford School District,15,Parkville Community School,2006-07,54,223.1,27.8,66.7
64,Hartford School District,30,Sanchez School,2006-07,46,203.8,13,39.1
64,Hartford School District,17,Sarah J. Rawson Elementary School,2006-07,53,230.9,41.5,67.9
64,Hartford School District,26,Simpson-Waverly School,2006-07,37,215.8,21.6,54.1
64,Hartford School District,25,STEM Magnet School at Annie-Fisher School,2006-07,45,216.5,24.4,44.4
64,Hartford School District,18,Twain School,2006-07,22,203.2,13.6,31.8
64,Hartford School District,21,West Middle School,2006-07,47,223.7,31.9,61.7
64,Hartford School District,22,Wish School,2006-07,50,214,22,52
65,Hartland School District,1,Hartland School,2006-07,27,273.2,81.5,100
67,Hebron School District,1,Hebron Elementary School,2006-07,175,282.6,85.7,95.4
277,Highville Mustard Seed Charter School District,1,Highville Mustard Seed Charter School,2006-07,,,,
264,Integrated Day Charter School District,1,Integrated Day Charter School,2006-07,33,268.3,81.8,93.9
265,Interdistrict School for Arts and Comm District,51,Interdistrict School For Arts And Communication,2006-07,59,233.8,39,79.7
261,Jumoke Academy District,1,Jumoke Academy,2006-07,35,235.8,37.1,77.1
68,Kent School District,1,Kent Center School,2006-07,20,279.4,80,95
69,Killingly School District,52,Killingly Intermediate School,2006-07,218,253,61.9,85.3
71,Lebanon School District,51,Lebanon Middle School,2006-07,95,272.1,78.9,90.5
72,Ledyard School District,4,Gallup Hill School,2006-07,40,270.7,80,90
72,Ledyard School District,3,Juliet W. Long School,2006-07,108,271,75.9,92.6
72,Ledyard School District,1,Ledyard Center School,2006-07,69,261,72.5,85.5
73,Lisbon School District,1,Lisbon Central School,2006-07,53,257,62.3,86.8
74,Litchfield School District,3,Litchfield Intermediate School,2006-07,88,278.1,83,90.9
76,Madison School District,6,Dr. Robert H. Brown Middle School,2006-07,329,286.8,90.6,97.3
77,Manchester School District,1,Bowers School,2006-07,89,246.3,57.3,79.8
77,Manchester School District,3,Buckley School,2006-07,72,254.7,62.5,87.5
77,Manchester School District,4,Highland Park School,2006-07,40,278.2,85,95
77,Manchester School District,6,Keeney School,2006-07,40,252.5,52.5,87.5
77,Manchester School District,16,Martin School,2006-07,33,267.2,75.8,87.9
77,Manchester School District,12,Verplanck School,2006-07,51,244.7,51,74.5
77,Manchester School District,13,Waddell School,2006-07,47,242.7,55.3,87.2
77,Manchester School District,14,Washington School,2006-07,47,230.2,40.4,61.7
78,Mansfield School District,51,Mansfield Middle School School,2006-07,153,271.5,74.5,92.8
79,Marlborough School District,1,Elmer Thienes-Mary Hall Elementary School,2006-07,99,282.5,85.9,93.9
80,Meriden School District,52,Lincoln Middle School,2006-07,228,233.9,47.4,65.8
80,Meriden School District,54,Washington Middle School,2006-07,286,226.2,36.7,59.1
83,Middletown School District,15,Keigwin Middle School,2006-07,350,248.3,56,77.7
