District ID,School ID,District Name,School Name,School Year,Number of Students Tested ,Standard CAPT Score Summary Average Scale Score,Standard CAPT Score Summary Percent at/above goal level,Standard CAPT Score Summary Percent at/above proficient level,Standard CAPT Results by Below Basic,Standard CAPT Results by Basic,Standard CAPT Results by Proficient,Standard CAPT Results by Goal,Standard CAPT Results by Advanced,Assessment Participation Standard CAPT ,Assessment Participation Skills Checklist ,Assessment Participation Modified Assessment,Assessment Participation ELL Exempt ,Assessment Participation No Valid Score ,Assessment Participation Total Participation ,Assessment Participation Absent 
12,61,Bolton School District,Bolton High School,2009-10,67,272.9,70.1,92.5,4.5,3,22.4,40.3,29.9,95.7,4.3,0,0,0,100,0
14,61,Branford School District,Branford High School,2009-10,242,263.6,59.9,90.9,2.9,6.2,31,40.5,19.4,97.2,0,2.4,0.4,0,100,0
15,61,Bridgeport School District,Bassick High School,2009-10,209,177.5,1.9,15.8,64.1,20.1,13.9,1.9,0,65.7,1.9,0.9,0,2.2,70.8,29.2
15,62,Bridgeport School District,Central High School,2009-10,560,214.8,17,47.1,31.6,21.3,30.2,13.2,3.8,92.3,1.3,0,1.2,3,97.7,2.3
15,63,Bridgeport School District,Harding High School,2009-10,296,188.4,4.7,24.3,52.7,23,19.6,4.4,0.3,77.9,1.1,1.6,2.1,1.6,84.2,15.8
17,61,Bristol School District,Bristol Central High School,2009-10,327,261.5,54.7,89.9,2.8,7.3,35.2,37.9,16.8,93.4,0.9,2.9,0,0.6,97.7,2.3
17,62,Bristol School District,Bristol Eastern High School,2009-10,279,263.4,58.4,88.9,3.2,7.9,30.5,34.8,23.7,91.8,2.6,1.6,1.6,1.3,99,1
18,61,Brookfield School District,Brookfield High School,2009-10,238,278.6,72.7,95,0.8,4.2,22.3,36.6,36.1,97.5,0.8,1.2,0,0.4,100,0
23,61,Canton School District,Canton High School,2009-10,123,291.7,86.2,96.7,1.6,1.6,10.6,30.1,56.1,100,0,0,0,0,100,0
241,52,Capitol Region Education Council,CREC - Public Safety Academy Interdistrict Magnet School,2009-10,,,,,,,,,,,,,,,,
241,63,Capitol Region Education Council,Great Path Academy at MCC,2009-10,40,240.9,35,72.5,7.5,20,37.5,32.5,2.5,95.2,0,0,2.4,2.4,100,0
241,64,Capitol Region Education Council,Greater Hartford Academy of  the Arts - Full Time,2009-10,96,234.8,28.1,67.7,11.5,20.8,39.6,24,4.2,98,0,1,0,1,100,0
241,51,Capitol Region Education Council,Greater Hartford Academy of Math and Science,2009-10,26,258.8,50,73.1,3.8,23.1,23.1,26.9,23.1,100,0,0,0,0,100,0
241,61,Capitol Region Education Council,Metropolitan Learning Center,2009-10,76,254.7,51.3,77.6,0,22.4,26.3,36.8,14.5,97.4,0,2.6,0,0,100,0
25,61,Cheshire School District,Cheshire High School,2009-10,393,279.9,75.1,95.2,0.8,4.1,20.1,37.2,37.9,96.1,0.5,2.7,0,0,99.3,0.7
27,61,Clinton School District,The Morgan School,2009-10,115,259.8,61.7,89.6,5.2,5.2,27.8,48.7,13,92,0,1.6,0.8,4.8,99.2,0.8
28,61,Colchester School District,Bacon Academy,2009-10,234,266.5,64.5,91.9,1.3,6.8,27.4,41.9,22.6,96.7,0.4,0,0,1.7,98.8,1.2
268,61,Common Ground High School District,Common Ground High School,2009-10,33,243.5,27.3,75.8,9.1,15.2,48.5,15.2,12.1,97.1,0,2.9,0,0,100,0
900,15,Connecticut Technical High School System,A. I. Prince Technical High School,2009-10,186,227.2,14.5,62.9,14.5,22.6,48.4,14.5,0,99.5,0,0,0,0.5,100,0
900,11,Connecticut Technical High School System,Bullard-Havens Technical High School,2009-10,225,241.7,28.9,82.2,7.1,10.7,53.3,25.8,3.1,99.6,0,0,0,0,99.6,0.4
900,19,Connecticut Technical High School System,E. C. Goodwin Technical High School,2009-10,156,238.5,26.3,69.9,7.1,23.1,43.6,21.8,4.5,99.4,0,0,0,0,99.4,0.6
900,14,Connecticut Technical High School System,Eli Whitney Technical High School,2009-10,143,224.2,10.5,59.4,11.9,28.7,49,10.5,0,98.6,0,0.7,0,0.7,100,0
900,27,Connecticut Technical High School System,Ella T. Grasso Southeastern Technical High School,2009-10,162,240.9,30.9,70.4,6.8,22.8,39.5,22.2,8.6,99.4,0,0.6,0,0,100,0
900,25,Connecticut Technical High School System,Emmett O'Brien Technical High School,2009-10,139,238.2,21.6,77,7.9,15.1,55.4,17.3,4.3,100,0,0,0,0,100,0
900,17,Connecticut Technical High School System,H. C. Wilcox Technical High School,2009-10,215,253.9,46.5,85.6,2.8,11.6,39.1,34.9,11.6,100,0,0,0,0,100,0
900,13,Connecticut Technical High School System,H. H. Ellis Technical High School,2009-10,149,253.9,38.9,89.3,1.3,9.4,50.3,28.9,10.1,100,0,0,0,0,100,0
900,12,Connecticut Technical High School System,Henry Abbott Technical High School,2009-10,173,242.6,28.9,76.3,5.8,17.9,47.4,23.7,5.2,98.9,0,0,0,0,98.9,1.1
900,16,Connecticut Technical High School System,Howell Cheney Technical High School,2009-10,160,251.9,43.1,84.4,4.4,11.3,41.3,31.9,11.3,100,0,0,0,0,100,0
900,20,Connecticut Technical High School System,Norwich Technical High School,2009-10,163,258.3,49.1,90.2,1.2,8.6,41.1,40.5,8.6,99.4,0,0,0,0,99.4,0.6
900,22,Connecticut Technical High School System,Oliver Wolcott Technical High School,2009-10,188,252.7,41,87.2,1.1,11.7,46.3,33.5,7.4,100,0,0,0,0,100,0
900,26,Connecticut Technical High School System,Platt Technical High School,2009-10,230,256.5,46.5,90.9,0.4,8.7,44.3,40.4,6.1,100,0,0,0,0,100,0
900,18,Connecticut Technical High School System,Vinal Technical High School,2009-10,147,252.2,44.9,84.4,2.7,12.9,39.5,36.7,8.2,100,0,0,0,0,100,0
900,23,Connecticut Technical High School System,W. F. Kaynor Technical High School,2009-10,184,253.3,42.4,84.8,1.6,13.6,42.4,32.1,10.3,100,0,0,0,0,100,0
900,24,Connecticut Technical High School System,Windham Technical High School,2009-10,150,249.2,36,85.3,2,12.7,49.3,29.3,6.7,99.3,0,0,0,0.7,100,0
32,61,Coventry School District,Coventry High School,2009-10,132,247.2,40.9,78,12.1,9.8,37.1,24.2,16.7,92.3,0.7,3.5,0,0,96.5,3.5
33,61,Cromwell School District,Cromwell High School,2009-10,143,262.8,58.7,86.7,4.2,9.1,28,34.3,24.5,97.3,1.4,0.7,0,0.7,100,0
34,62,Danbury School District,Alternative Center For Excellence,2009-10,,,,,,,,,,,,,,,,
34,61,Danbury School District,Danbury High School,2009-10,650,230.8,26.8,62.5,18.2,19.4,35.7,20,6.8,94.5,1,1.7,0,0.9,98.1,1.9
35,61,Darien School District,Darien High School,2009-10,317,282.8,80.4,95.9,1.9,2.2,15.5,36.9,43.5,98.1,0.3,0.6,0,0.9,100,0
37,61,Derby School District,Derby High School,2009-10,93,237.4,26.9,68.8,15.1,16.1,41.9,17.2,9.7,92.1,0,6.9,1,0,100,0
40,61,East Granby School District,East Granby High School,2009-10,58,268.3,69,87.9,5.2,6.9,19,37.9,31,98.3,0,1.7,0,0,100,0
41,61,East Haddam School District,Nathan Hale-Ray High School,2009-10,101,255.4,46.5,90.1,2,7.9,43.6,38.6,7.9,98.1,0,0,0,0,98.1,1.9
42,61,East Hampton School District,East Hampton High School,2009-10,151,264.7,60.3,92.1,1.3,6.6,31.8,43,17.2,96.2,0,1.9,0,1.3,99.4,0.6
43,63,East Hartford School District,Connecticut IB Academy,2009-10,47,271.9,68.1,95.7,0,4.3,27.7,40.4,27.7,100,0,0,0,0,100,0
43,62,East Hartford School District,East Hartford High School,2009-10,425,225.5,19.5,55.1,17.6,27.3,35.5,14.8,4.7,94,2,1.5,0.7,1.3,99.6,0.4
43,64,East Hartford School District,Stevens Alternate High school,2009-10,44,179.1,0,15.9,65.9,18.2,15.9,0,0,84.6,0,0,0,15.4,100,0
44,61,East Haven School District,East Haven High School,2009-10,196,242.5,34.2,77.6,9.7,12.8,43.4,28.6,5.6,94.2,0,1,1,0.5,96.6,3.4
45,61,East Lyme School District,East Lyme High School,2009-10,280,271.3,67.9,92.5,2.1,5.4,24.6,40.7,27.1,97.6,0.7,0.7,0,0.3,99.3,0.7
47,61,East Windsor School District,East Windsor High School,2009-10,94,247.5,38.3,75.5,8.5,16,37.2,26.6,11.7,96.9,0,0,0,3.1,100,0
253,60,Eastern Connecticut Regional Educational Service Center,ACT Magnet School (Arts at the Capitol Theater) - Full Time,2009-10,39,247.8,38.5,79.5,2.6,17.9,41,35.9,2.6,97.5,0,2.5,0,0,100,0
253,61,Eastern Connecticut Regional Educational Service Center,Quinebaug Middle College,2009-10,24,194.2,4.2,25,50,25,20.8,4.2,0,82.8,0,0,0,6.9,89.7,10.3
48,61,Ellington School District,Ellington High School,2009-10,200,261.8,59,87.5,5.5,7,28.5,37,22,97.6,1,0.5,0,0,99,1
289,1,Elm City College Preparatory School,Elm City College Preparatory School,2009-10,22,254.5,54.5,86.4,4.5,9.1,31.8,50,4.5,95.7,0,4.3,0,0,100,0
49,61,Enfield School District,Enfield High School,2009-10,189,254.7,49.7,84.1,2.6,13.2,34.4,39.2,10.6,95.5,2,1,0,0.5,99,1
49,62,Enfield School District,Enrico Fermi High School,2009-10,290,252.6,43.8,84.5,3.1,12.4,40.7,32.8,11,93.5,2.6,2.3,0,1.6,100,0
272,61,Explorations District,Explorations,2009-10,,,,,,,,,,,,,,,,
51,60,Fairfield School District,Fairfield Ludlowe High School,2009-10,347,270.9,66,94.8,2.3,2.9,28.8,37.2,28.8,97.7,0.6,0.3,0,0.3,98.9,1.1
51,62,Fairfield School District,Fairfield Warde High School,2009-10,336,271.2,66.4,89.9,4.5,5.7,23.5,32.4,33.9,97.1,0,0.9,0,0.6,98.6,1.4
52,61,Farmington School District,Farmington High School,2009-10,303,280.8,77.6,93.1,0.7,6.3,15.5,36.6,40.9,97.7,1.3,1,0,0,100,0
54,61,Glastonbury School District,Glastonbury High School,2009-10,496,285.3,79.2,96.2,0.6,3.2,16.9,32.7,46.6,97.1,0.8,2,0,0,99.8,0.2
56,61,Granby School District,Granby Memorial High School,2009-10,184,285.2,79.9,97.8,0,2.2,17.9,33.2,46.7,97.9,0.5,1.6,0,0,100,0
57,61,Greenwich School District,Greenwich High School,2009-10,633,277.5,72.2,91.2,2.8,6,19,32.9,39.3,96.1,0.8,1.1,1.7,0.3,99.8,0.2
58,62,Griswold School District,Griswold High School,2009-10,182,252.4,49.5,83,5.5,11.5,33.5,38.5,11,97.3,0,0.5,0,0.5,98.4,1.6
59,61,Groton School District,Fitch Senior High School,2009-10,309,248.5,45.3,74.1,10.4,15.5,28.8,30.4,14.9,93.4,0.9,2.7,0,0.3,97.3,2.7
60,61,Guilford School District,Guilford High School,2009-10,280,279.4,80,97.9,0.4,1.8,17.9,45,35,97.9,0.7,1,0,0,99.7,0.3
62,61,Hamden School District,Hamden High School,2009-10,466,238.4,35.4,68.2,16.7,15,32.8,23.6,11.8,92.6,0.8,0.2,0.6,2.8,97,3
64,61,Hartford School District,Bulkeley High School Lower School,2009-10,192,233.3,11.5,75.5,7.3,17.2,64.1,9.9,1.6,78.4,2.4,12.2,0.4,3.7,97.1,2.9
64,69,Hartford School District,Capital Preparatory Magnet School,2009-10,36,237.8,25,75,5.6,19.4,50,25,0,97.3,0,2.7,0,0,100,0
64,64,Hartford School District,Classical Magnet School,2009-10,101,231,22.8,66.3,16.8,16.8,43.6,16.8,5.9,98.1,1,1,0,0,100,0
64,60,Hartford School District,Culinary Arts Academy,2009-10,32,206.2,3.1,37.5,31.3,31.3,34.4,3.1,0,78,2.4,2.4,2.4,4.9,90.2,9.8
64,76,Hartford School District,High School Inc.,2009-10,50,188.4,2,20,48,32,18,2,0,71.4,0,5.7,1.4,11.4,90,10
64,72,Hartford School District,HPHS Academy of Engineering and Green Technology,2009-10,99,206.1,6.1,36.4,31.3,32.3,30.3,5.1,1,63.9,1.9,9.7,2.6,5.8,83.9,16.1
64,74,Hartford School District,HPHS Law and Government Academy,2009-10,110,199.4,5.5,30.9,40,29.1,25.5,5.5,0,67.9,3.1,6.8,3.7,1.2,82.7,17.3
64,75,Hartford School District,HPHS Nursing Academy,2009-10,111,205.2,12.6,33.3,36,30.6,20.7,10.8,1.8,80.4,6.5,4.3,1.4,0,92.8,7.2
64,77,Hartford School District,Journalism and Media High School,2009-10,56,201.3,3.6,23.2,33.9,42.9,19.6,3.6,0,71.8,3.8,15.4,0,5.1,96.2,3.8
64,78,Hartford School District,OPPortunity High School,2009-10,39,182.6,0,2.6,66.7,30.8,2.6,0,0,73.6,0,0,0,3.8,77.4,22.6
64,66,Hartford School District,Pathways to Technology Magnet School,2009-10,87,220.6,21.8,48.3,18.4,33.3,26.4,17.2,4.6,92.6,1.1,3.2,0,3.2,100,0
64,65,Hartford School District,Sports and Medical Sciences Academy,2009-10,119,249.8,41.2,81.5,5,13.4,40.3,31.1,10.1,94.4,0.8,2.4,0,0,97.6,2.4
64,67,Hartford School District,University High School,2009-10,91,246.5,38.5,75.8,5.5,18.7,37.4,28.6,9.9,96.8,0,2.1,0,0,98.9,1.1
69,61,Killingly School District,Killingly High School,2009-10,167,233.8,26.3,65.9,12.6,21.6,39.5,24,2.4,97.7,0.6,0,0,1.8,100,0
71,62,Lebanon School District,Lyman Memorial High School,2009-10,133,253.5,53.4,82.7,9,8.3,29.3,40.6,12.8,95.7,0.7,1.4,0,0,97.8,2.2
72,61,Ledyard School District,Ledyard High School,2009-10,197,263.8,57.9,92.9,2,5.1,35,42.6,15.2,96.1,1.5,1,0.5,0.5,99.5,0.5
73,60,Lisbon School District,Community Connection - The Big Picture High School,2009-10,,,,,,,,,,,,,,,,
74,61,Litchfield School District,Litchfield High School,2009-10,101,276.9,72.3,96,0,4,23.8,40.6,31.7,97.1,1,1,0,0,99,1
76,61,Madison School District,Daniel Hand High School,2009-10,323,271.4,69,94.1,1.5,4.3,25.1,45.8,23.2,97.9,0.6,1.2,0,0.3,100,0
77,61,Manchester School District,Manchester High School,2009-10,446,239.2,32.3,70,12.1,17.9,37.7,22,10.3,93.9,1.7,0.8,0.2,1.3,97.9,2.1
80,61,Meriden School District,Francis T. Maloney High School,2009-10,256,227.4,23,56.3,17.6,26.2,33.2,16.4,6.6,88,2.1,0.3,0,2.4,92.8,7.2
80,62,Meriden School District,Orville H. Platt High School,2009-10,232,230.8,26.3,60.8,16.8,22.4,34.5,21.1,5.2,92.4,1.6,1.2,0.4,1.6,97.2,2.8
83,62,Middletown School District,Middletown High School,2009-10,300,240.1,35.3,66.7,12.3,21,31.3,25.3,10,92,2.1,2.1,0.3,2.8,99.4,0.6
84,62,Milford School District,Jonathan Law High School,2009-10,241,246.6,44,71.4,13.3,15.4,27.4,27,17,96.8,0.4,0.4,0.8,1.2,99.6,0.4
84,63,Milford School District,Joseph A. Foran High School,2009-10,246,257.1,54.9,80.5,5.7,13.8,25.6,35,19.9,97.6,1.6,0,0.4,0,99.6,0.4
85,61,Monroe School District,Masuk High School,2009-10,324,280.4,79.6,97.5,0.6,1.9,17.9,47.5,32.1,97.6,0,1.2,0,0.6,99.4,0.6
86,61,Montville School District,Montville High School,2009-10,204,245.8,41.2,76,9.8,14.2,34.8,32.4,8.8,96.7,0.5,0.5,1.9,0,99.5,0.5
88,61,Naugatuck School District,Naugatuck High School,2009-10,308,250.5,43.8,83.1,5.5,11.4,39.3,33.8,10.1,92.5,1.5,4.2,0.9,0.9,100,0
89,61,New Britain School District,New Britain High School,2009-10,533,218,16.7,50.1,26.6,23.3,33.4,13.5,3.2,86.4,1.8,5,3.9,2.9,100,0
90,61,New Canaan School District,New Canaan High School,2009-10,332,288.8,84.9,98.2,0.3,1.5,13.3,34.9,50,98.8,0.6,0.6,0,0,100,0
91,61,New Fairfield School District,New Fairfield High School,2009-10,235,272.3,67.7,93.6,3,3.4,26,34.9,32.8,100,0,0,0,0,100,0
93,64,New Haven School District,Cooperative High School,2009-10,143,220.8,11.9,51,18.9,30.1,39.2,10.5,1.4,97.3,0,2,0.7,0,100,0
93,66,New Haven School District,High School In The Community,2009-10,63,214.6,9.5,49.2,22.2,28.6,39.7,9.5,0,98.4,1.6,0,0,0,100,0
93,63,New Haven School District,Hill Regional Career High School,2009-10,166,233.5,23.5,67.5,12,20.5,44,18.1,5.4,97.6,0,1.2,0,0,98.8,1.2
93,68,New Haven School District,Hyde Leadership School,2009-10,43,204.5,2.3,34.9,44.2,20.9,32.6,2.3,0,97.7,0,2.3,0,0,100,0
93,62,New Haven School District,James Hillhouse High School,2009-10,209,201.5,2.9,34,37.8,28.2,31.1,2.4,0.5,76,1.5,1.1,1.1,1.1,80.7,19.3
93,60,New Haven School District,Metropolitan Business High School,2009-10,29,215.8,6.9,41.4,17.2,41.4,34.5,3.4,3.4,100,0,0,0,0,100,0
93,70,New Haven School District,New Haven Academy,2009-10,37,228.2,10.8,67.6,13.5,18.9,56.8,5.4,5.4,88.1,0,9.5,0,2.4,100,0
93,67,New Haven School District,Sound School,2009-10,85,242.1,32.9,77.6,8.2,14.1,44.7,23.5,9.4,100,0,0,0,0,100,0
93,61,New Haven School District,Wilbur Cross High School,2009-10,357,216.6,14.6,45.7,27.2,27.2,31.1,10.1,4.5,79.5,2.2,7.3,1.3,3.3,93.8,6.2
95,61,New London School District,New London High School,2009-10,179,219.8,19.6,52,26.3,21.8,32.4,15.1,4.5,84,1.4,0.5,0,11.7,97.7,2.3
96,61,New Milford School District,New Milford High School,2009-10,375,269.5,66.4,92.3,2.4,5.3,25.9,37.9,28.5,95.7,0.8,1.5,0,1.8,99.7,0.3
94,61,Newington School District,Newington High School,2009-10,319,266.8,64.6,89,2.5,8.5,24.5,39.8,24.8,97.6,0.6,1.2,0,0.3,99.7,0.3
97,61,Newtown School District,Newtown High School,2009-10,389,276.7,74,95.6,0.5,3.9,21.6,42.2,31.9,97.3,0.8,1.5,0,0,99.5,0.5
99,61,North Branford School District,North Branford High School,2009-10,152,267.4,64.5,90.1,0.7,9.2,25.7,40.8,23.7,95.6,1.3,2.5,0,0.6,100,0
101,61,North Haven School District,North Haven High School,2009-10,278,264.6,62.6,91.7,2.5,5.8,29.1,42.4,20.1,95.5,1.4,1.4,0,0,98.3,1.7
102,61,North Stonington School District,Wheeler High School,2009-10,55,259.8,49.1,85.5,3.6,10.9,36.4,29.1,20,96.5,1.8,1.8,0,0,100,0
103,62,Norwalk School District,Brien McMahon High School,2009-10,405,242.2,29.6,75.3,7.4,17.3,45.7,21.5,8.1,94.8,1.6,1.6,0.7,0.2,99.1,0.9
103,63,Norwalk School District,Briggs High School,2009-10,20,182.9,0,10,55,35,10,0,0,57.1,0,0,0,0,57.1,42.9
103,61,Norwalk School District,Norwalk High School,2009-10,358,243.5,34.6,74,9.8,16.2,39.4,26,8.7,90.2,2,2.3,1.3,1.3,97,3
901,61,Norwich Free Academy,Norwich Free Academy,2009-10,626,249.7,47.9,75.7,11.5,12.8,27.8,31.5,16.5,93.6,1.5,1.2,0.6,1.8,98.7,1.3
104,61,Norwich School District,Thames River Academy,2009-10,,,,,,,,,,,,,,,,
106,61,Old Saybrook School District,Old Saybrook Senior High School,2009-10,141,273.3,72.3,96.5,0.7,2.8,24.1,47.5,24.8,95.3,1.4,2.7,0,0.7,100,0
108,60,Oxford School District,Oxford High School,2009-10,135,259.8,55.6,87.4,4.4,8.1,31.9,33.3,22.2,95.7,1.4,1.4,0,0.7,99.3,0.7
109,61,Plainfield School District,Plainfield High School,2009-10,188,240.7,33,74.5,9.6,16,41.5,26.6,6.4,93.5,1,3.5,0,0.5,98.5,1.5
110,61,Plainville School District,Plainville High School,2009-10,202,256.3,48,86.6,3.5,9.9,38.6,35.1,12.9,96.2,1.4,1.9,0,0,99.5,0.5
111,61,Plymouth School District,Terryville High School,2009-10,125,251.9,48,79.2,8.8,12,31.2,32,16,89.9,0.7,2.2,0,1.4,94.2,5.8
113,61,Portland School District,Portland High School,2009-10,86,274.9,73.3,93,1.2,5.8,19.8,36,37.2,94.5,1.1,2.2,1.1,1.1,100,0
116,61,Putnam School District,Putnam High School,2009-10,64,239.6,29.7,70.3,7.8,21.9,40.6,21.9,7.8,85.3,1.3,5.3,0,0,92,8
201,61,Regional School District 01,Housatonic Valley Regional High School,2009-10,134,264.8,61.9,88.1,2.2,9.7,26.1,40.3,21.6,92.4,0.7,4.8,0,2.1,100,0
204,61,Regional School District 04,Valley Regional High School,2009-10,145,270.9,68.3,95.9,0,4.1,27.6,43.4,24.8,96,0,4,0,0,100,0
205,61,Regional School District 05,Amity Regional High School,2009-10,420,271.6,66,89.5,2.9,7.6,23.6,35.7,30.2,97.7,0,1.2,0.2,0.7,99.8,0.2
206,61,Regional School District 06,Wamogo Regional High School,2009-10,87,267,58.6,96.6,1.1,2.3,37.9,33.3,25.3,97.8,0,0,0,1.1,98.9,1.1
207,61,Regional School District 07,Northwestern Regional High School,2009-10,182,272.6,71.4,91.2,2.2,6.6,19.8,42.3,29.1,97.3,0,1.1,0,0,98.4,1.6
207,93,Regional School District 07,Step,2009-10,,,,,,,,,,,,,,,,
208,61,Regional School District 08,RHAM High School,2009-10,298,276.1,72.5,92.6,2.7,4.7,20.1,37.2,35.2,97.4,0.3,0.3,0,1,99,1
209,61,Regional School District 09,Joel Barlow High School,2009-10,235,282.4,75.7,97.4,0,2.6,21.7,34,41.7,97.1,0.4,1.2,0,0,98.8,1.2
210,61,Regional School District 10,Lewis S. Mills High School,2009-10,225,268.6,70.2,93.8,2.2,4,23.6,47.6,22.7,98.3,0.9,0.9,0,0,100,0
211,61,Regional School District 11,Parish Hill High School,2009-10,31,243,35.5,74.2,6.5,19.4,38.7,32.3,3.2,88.6,0,8.6,0,2.9,100,0
212,61,Regional School District 12,Shepaug Valley High School,2009-10,68,259,54.4,88.2,7.4,4.4,33.8,36.8,17.6,98.6,0,0,0,1.4,100,0
213,61,Regional School District 13,Coginchaug Regional High School,2009-10,134,268.6,66.4,91,0,9,24.6,42.5,23.9,97.1,0.7,2.2,0,0,100,0
214,61,Regional School District 14,Nonnewaug High School,2009-10,203,269.2,61.1,92.1,1,6.9,31,36.9,24.1,98.1,0.5,1,0,0,99.5,0.5
215,62,Regional School District 15,Pomperaug Regional High School,2009-10,316,278.5,74.1,95.9,0.9,3.2,21.8,36.1,38,95.2,0.6,1.8,0,0,97.6,2.4
216,60,Regional School District 16,Woodland Regional High School,2009-10,189,254.7,45.5,84.7,6.3,9,39.2,27.5,18,95.9,1,0.5,0,0,97.5,2.5
217,61,Regional School District 17,Haddam-Killingworth High School,2009-10,181,262.9,50.3,91.7,0,8.3,41.4,30.9,19.3,95.3,0,3.7,0,0,98.9,1.1
218,61,Regional School District 18,Lyme-Old Lyme High School,2009-10,94,276.7,75.5,95.7,1.1,3.2,20.2,42.6,33,95.9,0,4.1,0,0,100,0
219,61,Regional School District 19,E. O. Smith High School,2009-10,284,267.8,65.5,89.8,1.8,8.5,24.3,42.3,23.2,93.7,1,2.6,0.3,0.7,98.3,1.7
118,61,Ridgefield School District,Ridgefield High School,2009-10,440,284.5,82,98.6,0.5,0.9,16.6,40.7,41.4,99.8,0,0,0,0,99.8,0.2
119,61,Rocky Hill School District,Rocky Hill High School,2009-10,194,257,50,85.6,5.7,8.8,35.6,35.1,14.9,96.5,0.5,2.5,0,0.5,100,0
124,61,Seymour School District,Seymour High School,2009-10,139,248.5,41.7,80.6,7.2,12.2,38.8,25.2,16.5,91.4,1.3,1.3,0,2,96.1,3.9
126,61,Shelton School District,Shelton High School,2009-10,423,259.8,55.3,88.2,4.5,7.3,32.9,37.4,18,97.2,0.7,0,0,1.4,99.3,0.7
128,61,Simsbury School District,Simsbury High School,2009-10,401,285.7,82.3,97.5,1,1.5,15.2,36.2,46.1,97.6,0.5,1.2,0.2,0.5,100,0
129,61,Somers School District,Somers High School,2009-10,139,274.9,77,97.8,0.7,1.4,20.9,50.4,26.6,99.3,0,0.7,0,0,100,0
132,62,South Windsor School District,South Windsor High School,2009-10,385,272.8,66.8,92.5,2.1,5.5,25.7,34.8,31.9,98.5,0.5,0.5,0,0,99.5,0.5
131,62,Southington School District,Southington High School,2009-10,460,270.5,68.5,91.7,1.1,7.2,23.3,38.7,29.8,93.3,0.8,4.1,0.4,0.6,99.2,0.8
134,61,Stafford School District,Stafford High School,2009-10,138,262.3,58,88.4,1.4,10.1,30.4,39.1,18.8,97.2,0,0,0,2.8,100,0
282,60,Stamford Academy,Stamford Academy,2009-10,29,171.7,0,13.8,69,17.2,13.8,0,0,80.6,0,0,0,8.3,88.9,11.1
135,61,Stamford School District,Stamford High School,2009-10,342,234,29.8,62.9,17.5,19.6,33,19.9,9.9,91.7,1.3,3.2,2.7,0.3,99.2,0.8
135,64,Stamford School District,The Academy of Information Technology,2009-10,195,251.4,47.7,80.5,7.2,12.3,32.8,35.4,12.3,99.5,0,0,0,0,99.5,0.5
135,63,Stamford School District,Westhill High School,2009-10,557,239.3,32.9,66.6,14.2,19.2,33.8,20.3,12.6,90,0.6,2.4,1,0,94,6
137,61,Stonington School District,Stonington High School,2009-10,182,260.1,53.8,86.8,4.9,8.2,33,34.1,19.8,92.9,0.5,6.6,0,0,100,0
138,62,Stratford School District,Bunnell High School,2009-10,287,250.3,41.5,81.5,5.2,13.2,40.1,31.4,10.1,96.3,0.7,0.7,0.3,0.3,98.3,1.7
138,61,Stratford School District,Stratford High School,2009-10,254,245.3,37,78.7,8.3,13,41.7,29.5,7.5,96.9,1.1,0.8,0.4,0,99.2,0.8
139,61,Suffield School District,Suffield High School,2009-10,204,271.6,67.6,93.1,2,4.9,25.5,37.3,30.4,96.7,0.5,2.4,0,0,99.5,0.5
269,61,The Bridge Academy District,The Bridge Academy,2009-10,46,221.2,10.9,52.2,17.4,30.4,41.3,4.3,6.5,95.8,0,4.2,0,0,100,0
902,61,The Gilbert School,The Gilbert School,2009-10,90,245.5,41.1,75.6,5.6,18.9,34.4,32.2,8.9,95.7,0,2.1,0,0,97.9,2.1
140,62,Thomaston School District,Thomaston High School,2009-10,82,253,40.2,86.6,0,13.4,46.3,30.5,9.8,97.6,0,2.4,0,0,100,0
141,61,Thompson School District,Tourtellotte Memorial High School,2009-10,101,241.8,38.6,76.2,10.9,12.9,37.6,35.6,3,95.3,0,0.9,0,2.8,99.1,0.9
142,61,Tolland School District,Tolland High School,2009-10,218,270.4,67,92.2,2.8,5,25.2,38.1,28.9,98.2,0,1.8,0,0,100,0
143,61,Torrington School District,Torrington High School,2009-10,251,245.4,38.2,75.3,6.8,17.9,37.1,29.5,8.8,90.3,0.4,1.8,0.7,6.5,99.6,0.4
144,61,Trumbull School District,Trumbull High School,2009-10,519,277.3,74.8,95,0.8,4.2,20.2,43.5,31.2,96.1,0.2,2,0.2,0.2,98.7,1.3
347,1,Unified School District #2,Connecticut Children's Place,2009-10,,,,,,,,,,,,,,,,
347,67,Unified School District #2,Connecticut Juvenile Training School,2009-10,22,173,0,4.5,72.7,22.7,4.5,0,0,66.7,0,21.2,0,12.1,100,0
347,3,Unified School District #2,Riverview Hospital,2009-10,,,,,,,,,,,,,,,,
146,61,Vernon School District,Rockville High School,2009-10,255,245.7,40.4,78.8,6.3,14.9,38.4,32.2,8.2,96.2,0.8,1.5,0.4,0.8,99.6,0.4
148,61,Wallingford School District,Lyman Hall High School,2009-10,288,255.9,49.7,85.4,3.1,11.5,35.8,34.7,14.9,97.3,1.4,0.7,0.3,0.3,100,0
148,62,Wallingford School District,Mark T. Sheehan High School,2009-10,247,258.9,55.1,89.1,3.2,7.7,34,40.1,15,96.9,0.8,0,0,2,99.6,0.4
151,62,Waterbury School District,Crosby High School,2009-10,308,203.3,6.8,33.1,40.6,26.3,26.3,5.8,1,91.4,1.8,2.4,0.3,2.7,98.5,1.5
