District ID,School ID,District Name,School Name,School Year,Number of Students Tested ,Standard CAPT Score Summary Average Scale Score,Standard CAPT Score Summary Percent at/above goal level,Standard CAPT Score Summary Percent at/above proficient level,Standard CAPT Results by Below Basic,Standard CAPT Results by Basic,Standard CAPT Results by Proficient,Standard CAPT Results by Goal,Standard CAPT Results by Advanced,Assessment Participation Standard CAPT ,Assessment Participation Skills Checklist ,Assessment Participation Modified Assessment,Assessment Participation ELL Exempt ,Assessment Participation No Valid Score ,Assessment Participation Total Participation ,Assessment Participation Absent 
211,61,Regional School District 11,Parish Hill High School,2007-08,39,248.9,35.9,87.2,5.1,7.7,51.3,28.2,7.7,100,0,N/A,0,0,100,0
212,61,Regional School District 12,Shepaug Valley High School,2007-08,90,266.1,66.7,94.4,2.2,3.3,27.8,46.7,20,96.8,0,N/A,0,3.2,100,0
213,61,Regional School District 13,Coginchaug Regional High School,2007-08,155,274.6,72.3,95.5,1.3,3.2,23.2,37.4,34.8,97.5,1.3,N/A,0,0,98.7,1.3
214,61,Regional School District 14,Nonnewaug High School,2007-08,204,270.5,73,93.6,1.5,4.9,20.6,47.1,26,97.6,0,N/A,0,0.5,98.1,1.9
215,62,Regional School District 15,Pomperaug Regional High School,2007-08,362,276,74.9,96.1,0.3,3.6,21.3,41.2,33.7,98.4,0.5,N/A,0,0,98.9,1.1
216,60,Regional School District 16,Woodland Regional High School,2007-08,191,250.2,42.4,82.2,5.8,12,39.8,26.2,16.2,90.1,1.4,N/A,0,2.4,93.9,6.1
217,61,Regional School District 17,Haddam-Killingworth High School,2007-08,158,267.6,67.1,91.8,2.5,5.7,24.7,41.1,25.9,98.1,0.6,N/A,0,1.2,100,0
218,61,Regional School District 18,Lyme-Old Lyme High School,2007-08,94,278.5,75.5,95.7,0,4.3,20.2,40.4,35.1,100,0,N/A,0,0,100,0
219,61,Regional School District 19,E. O. Smith High School,2007-08,279,273.2,71.7,94.6,1.4,3.9,22.9,37.6,34.1,96.5,0.3,N/A,0,0.3,97.2,2.8
118,61,Ridgefield School District,Ridgefield High School,2007-08,432,287.9,88.2,98.1,0.5,1.4,10,36.3,51.9,98.9,0.2,N/A,0,0,99.1,0.9
119,61,Rocky Hill School District,Rocky Hill High School,2007-08,189,264.4,60.8,89.4,4.8,5.8,28.6,36,24.9,95.9,0.5,N/A,0,0.5,97,3
124,61,Seymour School District,Seymour High School,2007-08,197,250.9,45.2,85.3,5.6,9.1,40.1,31,14.2,93.8,0,N/A,0,1.4,95.2,4.8
126,61,Shelton School District,Shelton High School,2007-08,417,262.7,56.6,90.4,2.9,6.7,33.8,33.1,23.5,98.3,0.2,N/A,0.2,0.5,99.3,0.7
128,61,Simsbury School District,Simsbury High School,2007-08,413,285.4,82.6,97.3,0.2,2.4,14.8,35.6,47,99,1,N/A,0,0,100,0
129,61,Somers School District,Somers High School,2007-08,137,277.5,78.1,95.6,0,4.4,17.5,43.1,35,95.1,1.4,N/A,0,0.7,97.2,2.8
132,62,South Windsor School District,South Windsor High School,2007-08,389,275.6,73.5,93.1,0.5,6.4,19.5,35.7,37.8,97.7,1,N/A,0.3,0.8,99.7,0.3
131,62,Southington School District,Southington High School,2007-08,491,265.7,64,88.8,3.3,7.9,24.8,37.7,26.3,98.2,0.8,N/A,0,0,99,1
134,61,Stafford School District,Stafford High School,2007-08,118,269.1,63.6,90.7,1.7,7.6,27.1,34.7,28.8,99.2,0,N/A,0,0.8,100,0
282,60,Stamford Academy,Stamford Academy,2007-08,33,181.1,0,9.1,51.5,39.4,9.1,0,0,100,0,N/A,0,0,100,0
135,61,Stamford School District,Stamford High School,2007-08,399,238.1,33.1,68.2,12.3,19.5,35.1,18.8,14.3,96.8,0,N/A,2.4,0,99.3,0.7
135,64,Stamford School District,The Academy of Information Technology,2007-08,150,242.7,40,70.7,8.7,20.7,30.7,30,10,100,0,N/A,0,0,100,0
135,63,Stamford School District,Westhill High School,2007-08,482,245.5,41.7,74.9,12.2,12.9,33.2,24.9,16.8,94.1,1.8,N/A,1.2,0.4,97.5,2.5
137,61,Stonington School District,Stonington High School,2007-08,196,264.6,62.2,87.8,3.6,8.7,25.5,36.2,26,97,1,N/A,0,0.5,98.5,1.5
138,62,Stratford School District,Bunnell High School,2007-08,314,249.6,40.1,79.9,5.7,14.3,39.8,25.5,14.6,96.9,0.3,N/A,0,0.3,97.5,2.5
138,61,Stratford School District,Stratford High School,2007-08,243,238.7,35,73.7,10.3,16,38.7,26.7,8.2,95.7,0.8,N/A,0.4,1.6,98.4,1.6
139,61,Suffield School District,Suffield High School,2007-08,211,270.8,70.1,94.8,1.9,3.3,24.6,41.7,28.4,98.6,0.9,N/A,0,0.5,100,0
269,61,The Bridge Academy District,The Bridge Academy,2007-08,45,218.8,15.6,53.3,13.3,33.3,37.8,15.6,0,100,0,N/A,0,0,100,0
902,61,The Gilbert School,The Gilbert School,2007-08,121,241.4,30.6,77.7,8.3,14,47.1,24,6.6,96.8,0,N/A,0,1.6,98.4,1.6
140,62,Thomaston School District,Thomaston High School,2007-08,96,256,51,82.3,1,16.7,31.3,33.3,17.7,98,1,N/A,0,0,99,1
141,61,Thompson School District,Tourtellotte Memorial High School,2007-08,99,248.5,38.4,83.8,7.1,9.1,45.5,30.3,8.1,99,0,N/A,0,0,99,1
142,61,Tolland School District,Tolland High School,2007-08,231,274.1,73.2,94.8,0.9,4.3,21.6,40.3,32.9,98.3,1.7,N/A,0,0,100,0
143,61,Torrington School District,Torrington High School,2007-08,295,247.6,42,82,6.4,11.5,40,33.2,8.8,95.2,0.6,N/A,0.6,2.3,98.7,1.3
144,61,Trumbull School District,Trumbull High School,2007-08,560,274.2,73.6,92.7,0.7,6.6,19.1,38.9,34.6,98.1,0.5,N/A,0.4,0,98.9,1.1
347,1,Unified School District #2,Connecticut Children'S Place,2007-08,,,,,,,,,,,,,,,,
347,67,Unified School District #2,Connecticut Juvenile Training School,2007-08,31,184.6,0,32.3,48.4,19.4,32.3,0,0,88.6,0,N/A,0,11.4,100,0
347,65,Unified School District #2,High Meadows,2007-08,,,,,,,,,,,,,,,,
347,3,Unified School District #2,Riverview Hospital,2007-08,,,,,,,,,,,,,,,,
146,61,Vernon School District,Rockville High School,2007-08,283,251.2,45.6,80.9,7.1,12,35.3,29.7,15.9,96.9,2.4,N/A,0,0.7,100,0
148,61,Wallingford School District,Lyman Hall High School,2007-08,281,261,60.9,89.7,2.1,8.2,28.8,42,18.9,98.3,0.7,N/A,0.3,0,99.3,0.7
148,62,Wallingford School District,Mark T. Sheehan High School,2007-08,234,267.4,63.7,91.9,1.3,6.8,28.2,36.3,27.4,94.4,0,N/A,0,3.6,98,2
151,62,Waterbury School District,Crosby High School,2007-08,309,207.9,10.4,42.1,29.4,28.5,31.7,8.7,1.6,90.6,0.9,N/A,1.8,5,98.2,1.8
151,64,Waterbury School District,John F. Kennedy High School,2007-08,310,220.5,18.7,55.2,21.3,23.5,36.5,14.8,3.9,94.5,0.6,N/A,1.2,2.7,99.1,0.9
151,60,Waterbury School District,Waterbury Arts Magnet School (High),2007-08,117,239.8,30.8,71.8,7.7,20.5,41,22.2,8.5,98.3,0.8,N/A,0,0.8,100,0
151,63,Waterbury School District,Wilby High School,2007-08,274,207.8,9.5,42.3,26.3,31.4,32.8,7.7,1.8,91.9,3.4,N/A,2.3,1.3,99,1
152,61,Waterford School District,Waterford High School,2007-08,234,259.3,55.1,87.2,4.3,8.5,32.1,35,20.1,97.9,0.8,N/A,0,0.8,99.6,0.4
153,61,Watertown School District,Watertown High School,2007-08,227,250.3,49.3,81.1,7.9,11,31.7,33.9,15.4,95,0.4,N/A,0,2.5,97.9,2.1
155,61,West Hartford School District,Conard High School,2007-08,366,261.5,56.3,89.1,4.4,6.6,32.8,33.1,23.2,98.9,0.5,N/A,0.3,0,99.7,0.3
155,62,West Hartford School District,Hall High School,2007-08,392,266.5,63.3,88.8,3.8,7.4,25.5,34.2,29.1,96.8,1.5,N/A,1.2,0,99.5,0.5
156,61,West Haven School District,West Haven High School,2007-08,432,230.1,24.5,65.5,14.1,20.4,41,18.8,5.8,95.4,0.7,N/A,0.2,1.8,98,2
154,61,Westbrook School District,Westbrook High School,2007-08,72,269.7,63.9,88.9,2.8,8.3,25,29.2,34.7,98.6,0,N/A,0,0,98.6,1.4
157,61,Weston School District,Weston High School,2007-08,215,284.1,82.3,95.3,2.3,2.3,13,34,48.4,98.6,0.5,N/A,0,0,99.1,0.9
158,61,Westport School District,Staples High School,2007-08,394,286.6,86.3,96.4,1.5,2,10.2,34.3,52,95.6,1.2,N/A,0.2,0,97.1,2.9
159,61,Wethersfield School District,Wethersfield High School,2007-08,306,258.5,55.2,85.3,4.9,9.8,30.1,35.9,19.3,97.5,1,N/A,0,0,98.4,1.6
161,61,Wilton School District,Wilton High School,2007-08,308,290.5,87.3,98.1,0.3,1.6,10.7,28.9,58.4,99.4,0,N/A,0,0,99.4,0.6
162,61,Winchester School District,Joy D. Rice School,2007-08,,,,,,,,,,,,,,,,
163,61,Windham School District,Windham High School,2007-08,202,230.3,34.7,59.4,18.3,22.3,24.8,20.8,13.9,80.2,3.6,N/A,0,13.5,97.2,2.8
165,61,Windsor Locks School District,Windsor Locks High School,2007-08,137,248.6,46.7,78.1,9.5,12.4,31.4,31.4,15.3,94.5,0.7,N/A,0.7,1.4,97.2,2.8
164,61,Windsor School District,Windsor High School,2007-08,343,251.2,48.4,80.5,7.6,12,32.1,33.5,14.9,93,0.5,N/A,0.3,4.6,98.4,1.6
166,61,Wolcott School District,Wolcott High School,2007-08,213,258.1,51.2,89.7,2.8,7.5,38.5,37.1,14.1,95.9,2.3,N/A,0,1.4,99.5,0.5
903,61,Woodstock Academy,Woodstock Academy,2007-08,280,262.5,58.2,91.4,3.6,5,33.2,39.3,18.9,99.3,0,N/A,0,0.4,99.6,0.4
2,61,Ansonia School District,Ansonia High School,2006-07,168,225.8,20.2,57.1,17.3,25.6,36.9,16.1,4.2,92.3,2.2,N/A,1.6,1.6,97.8,2.2
244,90,Area Cooperative Educational Services,A. C. E. S. Special Education Town Campus Learning Center,2006-07,,,,,,,,,,,,,,,,
244,61,Area Cooperative Educational Services,Collaborative Alternative Magnet School,2006-07,,,,,,,,,,,,,,,,
4,61,Avon School District,Avon High School,2006-07,235,285.4,79.6,96.6,0.9,2.6,17,29.8,49.8,99.6,0,N/A,0,0,99.6,0.4
7,61,Berlin School District,Berlin High School,2006-07,251,269.5,64.1,90,0.4,9.6,25.9,32.3,31.9,98.4,0,N/A,0,0.4,98.8,1.2
9,61,Bethel School District,Bethel High School,2006-07,246,261.6,57.7,89,4.5,6.5,31.3,34.6,23.2,97.2,0.8,N/A,0,1.2,99.2,0.8
11,61,Bloomfield School District,Bloomfield High School,2006-07,150,208.1,8,38.7,28,33.3,30.7,7.3,0.7,88.2,2.9,N/A,0,1.8,92.9,7.1
11,62,Bloomfield School District,The Big Picture High School,2006-07,28,202.8,0,17.9,32.1,50,17.9,0,0,100,0,N/A,0,0,100,0
12,61,Bolton School District,Bolton High School,2006-07,63,274.8,60.3,93.7,0,6.3,33.3,17.5,42.9,92.6,7.4,N/A,0,0,100,0
14,61,Branford School District,Branford High School,2006-07,269,255.4,44.6,83.3,4.8,11.9,38.7,23.8,20.8,97.1,1.1,N/A,0,0,98.2,1.8
15,61,Bridgeport School District,Bassick High School,2006-07,333,180.9,1.2,15.3,56.5,28.2,14.1,1.2,0,78.4,0.9,N/A,0.2,1.2,80.7,19.3
15,90,Bridgeport School District,Bridgeport Learning Center,2006-07,,,,,,,,,,,,,,,,
15,62,Bridgeport School District,Central High School,2006-07,527,217.9,17.3,50.1,25.4,24.5,32.8,12,5.3,86.3,0.7,N/A,1,1.6,89.5,10.5
15,63,Bridgeport School District,Harding High School,2006-07,319,196.5,5.6,29.2,41.7,29.2,23.5,4.7,0.9,70.9,0.4,N/A,0.9,3.3,75.6,24.4
15,92,Bridgeport School District,Park City Academy,2006-07,,,,,,,,,,,,,,,,
15,91,Bridgeport School District,The University School,2006-07,,,,,,,,,,,,,,,,
17,90,Bristol School District,Alternative Special Education Program (ASEP),2006-07,,,,,,,,,,,,,,,,
17,61,Bristol School District,Bristol Central High School,2006-07,346,256.9,49.7,89.3,4.3,6.4,39.6,30.3,19.4,98,0.6,N/A,0,0.8,99.4,0.6
17,62,Bristol School District,Bristol Eastern High School,2006-07,286,259.8,54.5,87.8,5.2,7,33.2,33.6,21,96.3,1.7,N/A,0.3,0.7,99,1
18,61,Brookfield School District,Brookfield High School,2006-07,255,267.9,58,93.3,2,4.7,35.3,32.9,25.1,98.5,1.2,N/A,0,0,99.6,0.4
23,61,Canton School District,Canton High School,2006-07,128,269.1,68,88.3,6.3,5.5,20.3,36.7,31.3,98.5,1.5,N/A,0,0,100,0
241,90,Capitol Region Education Council,John J. Allison Polaris Center,2006-07,,,,,,,,,,,,,,,,
241,61,Capitol Region Education Council,Metropolitan Learning Center,2006-07,78,244.7,33.3,74.4,3.8,21.8,41,24.4,9,96.3,1.2,N/A,0,0,97.5,2.5
25,61,Cheshire School District,Cheshire High School,2006-07,384,272.9,65.4,94.8,1.6,3.6,29.4,30.2,35.2,98.2,0.3,N/A,0,0.5,99,1
25,90,Cheshire School District,Humiston School,2006-07,,,,,,,,,,,,,,,,
27,61,Clinton School District,The Morgan School,2006-07,153,265.9,62.7,88.9,3.3,7.8,26.1,34,28.8,96.2,0.6,N/A,0,3.1,100,0
28,61,Colchester School District,Bacon Academy,2006-07,244,257.5,48,86.9,5.7,7.4,38.9,26.6,21.3,96.8,0.4,N/A,0,2,99.2,0.8
268,61,Common Ground High School District,Common Ground High School,2006-07,44,198.2,4.5,31.8,38.6,29.5,27.3,2.3,2.3,95.7,0,N/A,0,0,95.7,4.3
900,15,Connecticut Technical High School System,A. I. Prince Technical High School,2006-07,134,206.6,5.2,36.6,25.4,38.1,31.3,5.2,0,98.5,0,N/A,0,1.5,100,0
900,11,Connecticut Technical High School System,Bullard-Havens Technical High School,2006-07,216,235.6,16.2,73.1,1.9,25,56.9,15.3,0.9,99.1,0,N/A,0,0,99.1,0.9
900,19,Connecticut Technical High School System,E. C. Goodwin Technical High School,2006-07,108,219.9,10.2,56.5,17.6,25.9,46.3,5.6,4.6,98.2,0,N/A,0.9,0.9,100,0
900,14,Connecticut Technical High School System,Eli Whitney Technical High School,2006-07,161,204.9,1.2,37.3,28.6,34.2,36,1.2,0,99.4,0,N/A,0,0,99.4,0.6
900,27,Connecticut Technical High School System,Ella T. Grasso Southeastern Technical High School,2006-07,167,239.9,25.1,79.6,8.4,12,54.5,19.2,6,99.4,0,N/A,0,0.6,100,0
900,25,Connecticut Technical High School System,Emmett O'Brien Technical High School,2006-07,125,242.8,28,82.4,4,13.6,54.4,24.8,3.2,99.2,0,N/A,0,0,99.2,0.8
900,17,Connecticut Technical High School System,H. C. Wilcox Technical High School,2006-07,154,245,30.5,80.5,5.2,14.3,50,22.7,7.8,100,0,N/A,0,0,100,0
900,13,Connecticut Technical High School System,H. H. Ellis Technical High School,2006-07,141,243.6,27,84.4,4.3,11.3,57.4,22.7,4.3,100,0,N/A,0,0,100,0
900,12,Connecticut Technical High School System,Henry Abbott Technical High School,2006-07,123,239.4,23.6,77.2,6.5,16.3,53.7,19.5,4.1,100,0,N/A,0,0,100,0
900,16,Connecticut Technical High School System,Howell Cheney Technical High School,2006-07,149,260,49,95.3,0.7,4,46.3,36.2,12.8,100,0,N/A,0,0,100,0
900,21,Connecticut Technical High School System,J. M. Wright Technical High School,2006-07,58,211.5,10.3,39.7,25.9,34.5,29.3,10.3,0,100,0,N/A,0,0,100,0
900,20,Connecticut Technical High School System,Norwich Technical High School,2006-07,89,249.3,44.9,83.1,2.2,14.6,38.2,41.6,3.4,98.9,0,N/A,0,1.1,100,0
900,22,Connecticut Technical High School System,Oliver Wolcott Technical High School,2006-07,167,255,47.3,89.8,3,7.2,42.5,37.1,10.2,100,0,N/A,0,0,100,0
900,26,Connecticut Technical High School System,Platt Technical High School,2006-07,218,244.7,34.4,78.9,4.6,16.5,44.5,24.3,10.1,100,0,N/A,0,0,100,0
900,18,Connecticut Technical High School System,Vinal Technical High School,2006-07,172,249.8,41.9,83.1,3.5,13.4,41.3,31.4,10.5,100,0,N/A,0,0,100,0
900,23,Connecticut Technical High School System,W. F. Kaynor Technical High School,2006-07,175,241.9,25.1,80.6,2.9,16.6,55.4,20.6,4.6,99.4,0,N/A,0,0,99.4,0.6
900,24,Connecticut Technical High School System,Windham Technical High School,2006-07,107,253.1,43,88.8,0.9,10.3,45.8,31.8,11.2,100,0,N/A,0,0,100,0
32,61,Coventry School District,Coventry High School,2006-07,122,264.9,57.4,90.2,1.6,8.2,32.8,32.8,24.6,98.4,0,N/A,0,1.6,100,0
33,61,Cromwell School District,Cromwell High School,2006-07,124,257.8,50,92.7,3.2,4,42.7,31.5,18.5,95.4,0.8,N/A,0.8,0.8,97.7,2.3
34,62,Danbury School District,Alternative Center For Excellence,2006-07,24,189.9,8.3,25,41.7,33.3,16.7,8.3,0,100,0,N/A,0,0,100,0
34,61,Danbury School District,Danbury High School,2006-07,629,229.9,27.7,62.3,18.6,19.1,34.7,18.6,9.1,94,0.4,N/A,3.3,1.2,99,1
35,61,Darien School District,Darien High School,2006-07,314,288,79.3,97.8,0.6,1.6,18.5,28,51.3,98.7,0,N/A,0,0,98.7,1.3
37,61,Derby School District,Derby High School,2006-07,111,222.6,15.3,59.5,16.2,24.3,44.1,15.3,0,98.2,0,N/A,0.9,0.9,100,0
40,61,East Granby School District,East Granby High School,2006-07,58,271.2,60.3,93.1,1.7,5.2,32.8,29.3,31,98.3,1.7,N/A,0,0,100,0
41,61,East Haddam School District,Nathan Hale-Ray High School,2006-07,108,256.9,54.6,89.8,3.7,6.5,35.2,39.8,14.8,95.6,1.8,N/A,0,0.9,98.2,1.8
42,61,East Hampton School District,East Hampton High School,2006-07,158,263.8,60.8,91.1,1.9,7,30.4,40.5,20.3,100,0,N/A,0,0,100,0
43,63,East Hartford School District,Connecticut IB Academy,2006-07,46,262.5,54.3,89.1,0,10.9,34.8,30.4,23.9,100,0,N/A,0,0,100,0
43,62,East Hartford School District,East Hartford High School,2006-07,504,220.7,18.5,52.8,20,27.2,34.3,10.9,7.5,96,1.7,N/A,0.4,1.7,99.8,0.2
43,64,East Hartford School District,Stevens Alternate High school,2006-07,45,183.5,0,22.2,53.3,24.4,22.2,0,0,80.4,0,N/A,0,17.9,98.2,1.8
43,90,East Hartford School District,Woodland School,2006-07,,,,,,,,,,,,,,,,
44,61,East Haven School District,East Haven High School,2006-07,260,241.4,32.3,76.9,10,13.1,44.6,24.6,7.7,98.1,0,N/A,0.8,0,98.9,1.1
44,90,East Haven School District,Pathways,2006-07,,,,,,,,,,,,,,,,
45,61,East Lyme School District,East Lyme High School,2006-07,320,277.8,73.1,95.9,1.3,2.8,22.8,36.6,36.6,97.9,1.2,N/A,0,0,99.1,0.9
47,61,East Windsor School District,East Windsor High School,2006-07,128,248.5,44.5,81.3,7.8,10.9,36.7,29.7,14.8,97,0.8,N/A,0,0.8,98.5,1.5
48,61,Ellington School District,Ellington High School,2006-07,193,263.7,60.6,90.7,3.6,5.7,30.1,36.8,23.8,96.5,1,N/A,0,1,98.5,1.5
49,61,Enfield School District,Enfield High School,2006-07,220,248.2,37.7,81.8,5,13.2,44.1,25.9,11.8,97.8,0,N/A,0,0.4,98.2,1.8
49,62,Enfield School District,Enrico Fermi High School,2006-07,302,256.1,46.7,88.7,2.6,8.6,42.1,32.1,14.6,98.7,0.7,N/A,0,0,99.3,0.7
272,61,Explorations District,Explorations,2006-07,,,,,,,,,,,,,,,,
51,60,Fairfield School District,Fairfield Ludlowe High School,2006-07,325,277.6,71.1,92.6,2.5,4.9,21.5,31.4,39.7,99.4,0.3,N/A,0,0,99.7,0.3
51,62,Fairfield School District,Fairfield Warde High School,2006-07,292,273.7,64.4,91.4,2.1,6.5,27.1,27.7,36.6,97.3,0,N/A,0.3,1.3,99,1
52,61,Farmington School District,Farmington High School,2006-07,351,284.8,76.4,95.7,2.3,2,19.4,28.2,48.1,97.2,0.8,N/A,0.3,0.6,98.9,1.1
54,61,Glastonbury School District,Glastonbury High School,2006-07,514,282.5,74.9,95.5,1.8,2.7,20.6,27.6,47.3,98.7,0.4,N/A,0,0,99,1
56,61,Granby School District,Granby Memorial High School,2006-07,164,272.8,65.2,95.7,1.2,3,30.5,36,29.3,100,0,N/A,0,0,100,0
57,61,Greenwich School District,Greenwich High School,2006-07,667,277.7,71.2,90.3,3.7,6,19,27.7,43.5,97.2,0.7,N/A,1.2,0.6,99.7,0.3
58,62,Griswold School District,Griswold High School,2006-07,182,249.6,44,80.8,4.4,14.8,36.8,31.9,12.1,93.8,0.5,N/A,0,0.5,94.8,5.2
59,61,Groton School District,Fitch Senior High School,2006-07,366,249.6,41.5,82.5,9.3,8.2,41,26.5,15,97.3,1.3,N/A,0,1.1,99.7,0.3
60,61,Guilford School District,Guilford High School,2006-07,311,266.5,59.2,92.3,2.3,5.5,33.1,32.2,27,99.4,0,N/A,0.6,0,100,0
62,61,Hamden School District,Hamden High School,2006-07,504,242,38.9,70.8,11.9,17.3,31.9,22,16.9,96,0,N/A,2.3,0.4,98.7,1.3
64,61,Hartford School District,Bulkeley High School Lower School,2006-07,293,200.1,7.5,37.5,36.5,25.9,30,6.1,1.4,86.2,1.2,N/A,2.4,2.9,92.6,7.4
64,69,Hartford School District,Capital Preparatory Magnet School,2006-07,42,250.2,42.9,81,4.8,14.3,38.1,31,11.9,100,0,N/A,0,0,100,0
64,64,Hartford School District,Classical Magnet School,2006-07,82,224.5,15.9,57.3,17.1,25.6,41.5,13.4,2.4,100,0,N/A,0,0,100,0
64,62,Hartford School District,Hartford Public High School,2006-07,267,189.2,5.6,30,46.4,23.6,24.3,5.6,0,80.2,1.8,N/A,4.2,11.1,97.3,2.7
64,91,Hartford School District,Hartford Transitional Learning Academy (Secondary),2006-07,,,,,,,,,,,,,,,,
64,66,Hartford School District,Pathways to Technology Magnet School,2006-07,70,220.6,25.7,57.1,25.7,17.1,31.4,21.4,4.3,95.9,0,N/A,0,1.4,97.3,2.7
64,65,Hartford School District,Sports and Medical Sciences Academy,2006-07,101,240.2,28.7,77.2,8.9,13.9,48.5,20.8,7.9,99,0,N/A,0,0,99,1
64,67,Hartford School District,University High School,2006-07,96,253.4,41.7,85.4,4.2,10.4,43.8,21.9,19.8,96,0,N/A,0,0,96,4
64,63,Hartford School District,Weaver High School,2006-07,260,189.3,4.2,23.8,45.4,30.8,19.6,4.2,0,84.4,1.6,N/A,0,8.4,94.5,5.5
69,61,Killingly School District,Killingly High School,2006-07,204,233.2,22.1,68.1,11.3,20.6,46.1,18.6,3.4,93.2,2.7,N/A,0,0.9,96.8,3.2
